# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# GO ID	Branch	Name	Genes	Children	Parents
GO:0000485	P	cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)			GO:0000483,
GO:0000486	P	cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)			GO:0000483,
GO:0000487	P	maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)			GO:0000460,
GO:0000488	P	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)			GO:0000470,
GO:0000489	P	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)			GO:0030490,
GO:0000491	P	small nucleolar ribonucleoprotein complex assembly		GO:0000493,GO:0000492,	GO:0022618,
GO:0000492	P	box C/D snoRNP assembly			GO:0000491,
GO:0000493	P	box H/ACA snoRNP assembly			GO:0000491,
GO:0000494	P	box C/D snoRNA 3'-end processing			GO:0031126,GO:0034963,
GO:0000495	P	box H/ACA snoRNA 3'-end processing			GO:0034964,GO:0031126,
GO:0000501	P	flocculation via cell wall protein-carbohydrate interaction		GO:0036349,GO:0036350,	GO:0000128,
GO:0000578	P	embryonic axis specification		GO:0060834,GO:0032525,GO:0021997,GO:0009942,GO:0008595,GO:0007352,	GO:0009880,GO:0009798,
GO:0000705	P	achiasmate meiosis I			GO:0007127,
GO:0000706	P	meiotic DNA double-strand break processing		GO:0010705,GO:0010704,	GO:0000729,GO:1903046,
GO:0000707	P	meiotic DNA recombinase assembly		GO:0010773,GO:0010772,GO:0007146,	GO:0061982,GO:0000730,
GO:0000708	P	meiotic strand invasion		GO:0010774,GO:0010775,	GO:0042148,GO:0061982,
GO:0000709	P	meiotic joint molecule formation			GO:1903046,
GO:0000710	P	meiotic mismatch repair		GO:0010776,GO:0010777,	GO:0006298,GO:0061982,
GO:0000711	P	meiotic DNA repair synthesis		GO:0010778,GO:0010779,	GO:0000731,GO:0061982,
GO:0000712	P	resolution of meiotic recombination intermediates			GO:0061982,
GO:0000713	P	meiotic heteroduplex formation			GO:0061982,
GO:0000714	P	meiotic strand displacement		GO:1902346,	GO:0000732,GO:0061982,
GO:0000715	P	nucleotide-excision repair, DNA damage recognition	mfd,	GO:0000716,	GO:0051276,
GO:0000716	P	transcription-coupled nucleotide-excision repair, DNA damage recognition	mfd,		GO:0000715,
GO:0000717	P	nucleotide-excision repair, DNA duplex unwinding			GO:0032508,
GO:0000718	P	nucleotide-excision repair, DNA damage removal			GO:0044349,
GO:0000719	P	photoreactive repair			GO:0006290,
GO:0000720	P	pyrimidine dimer repair by nucleotide-excision repair			GO:0006290,GO:0006289,
GO:0000722	P	telomere maintenance via recombination		GO:0061819,	GO:0006312,GO:0000723,
GO:0000723	P	telomere maintenance		GO:0000722,GO:0090657,GO:0043247,GO:0016233,GO:0090737,GO:0010833,GO:0031627,GO:0032201,	GO:0032200,GO:0060249,GO:0006259,
GO:0000724	P	double-strand break repair via homologous recombination	recN,	GO:1990414,GO:0000727,GO:0045003,	GO:0006302,GO:0000725,
GO:0000725	P	recombinational repair	radA,recN,ruvA,ruvB,ruvC,ssb,	GO:0097552,GO:0036298,GO:0000724,GO:1990396,	GO:0006281,GO:0006310,
GO:0000726	P	non-recombinational repair	nfo,	GO:0045002,GO:0036299,GO:0006303,	GO:0006281,
GO:0000727	P	double-strand break repair via break-induced replication			GO:0000724,
GO:0000728	P	gene conversion at mating-type locus, DNA double-strand break formation			GO:0090305,GO:0022414,
GO:0000729	P	DNA double-strand break processing		GO:0010791,GO:0010792,GO:0000706,GO:0031292,	GO:0006259,
GO:0000730	P	DNA recombinase assembly		GO:0034624,GO:0000707,	GO:0090735,GO:0065004,
GO:0000731	P	DNA synthesis involved in DNA repair	dinB,recF,recR,recT,umuC,umuD,ybjD,	GO:0019985,GO:1904161,GO:0043151,GO:0000711,GO:0000734,GO:0043150,	GO:0071897,
GO:0000732	P	strand displacement		GO:0000714,	GO:0006259,
GO:0000733	P	DNA strand renaturation		GO:0061306,	GO:0032392,GO:0006259,
GO:0000734	P	gene conversion at mating-type locus, DNA repair synthesis			GO:0000731,GO:0022414,
GO:0000735	P	removal of nonhomologous ends		GO:0000736,	GO:0006259,
GO:0000736	P	double-strand break repair via single-strand annealing, removal of nonhomologous ends			GO:0000735,
GO:0000737	P	DNA catabolic process, endonucleolytic	cas3,	GO:0006309,	GO:0006308,GO:0090305,
GO:0000738	P	DNA catabolic process, exonucleolytic	cas3,sbcB,tatD,		GO:0006308,GO:0090305,
GO:0000740	P	nuclear membrane fusion		GO:0048288,GO:0007086,	GO:0090174,
GO:0000741	P	karyogamy		GO:0000744,GO:0007344,GO:0010197,GO:0000742,	GO:0048284,
GO:0000742	P	karyogamy involved in conjugation with cellular fusion			GO:0000741,GO:0022414,
GO:0000743	P	nuclear migration involved in conjugation with cellular fusion			GO:0030473,GO:0022414,
GO:0000744	P	karyogamy involved in conjugation with mutual genetic exchange			GO:0000741,
GO:0000745	P	nuclear migration involved in conjugation with mutual genetic exchange			GO:0007097,
GO:0000746	P	conjugation	ompA,	GO:0000747,GO:1990277,GO:0000748,GO:0009291,	GO:0044764,
GO:0000747	P	conjugation with cellular fusion			GO:0019953,GO:0000746,
GO:0000748	P	conjugation with mutual genetic exchange			GO:0000746,
GO:0000749	P	response to pheromone triggering conjugation with cellular fusion			GO:0071444,GO:0031139,
GO:0000750	P	pheromone-dependent signal transduction involved in conjugation with cellular fusion			GO:0007186,GO:0032005,
GO:0000751	P	mitotic cell cycle G1 arrest in response to pheromone			GO:0071850,
GO:0000752	P	agglutination involved in conjugation with cellular fusion			GO:0098630,GO:0000771,GO:0044703,
GO:0000753	P	cell morphogenesis involved in conjugation with cellular fusion			GO:0003006,GO:0000767,
GO:0000754	P	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion		GO:0000321,	GO:0023058,
GO:0000755	P	cytogamy			GO:0022413,
GO:0000756	P	response to pheromone regulating conjugation with mutual genetic exchange		GO:0000760,	GO:0071444,GO:0046999,GO:0007154,
GO:0000757	P	signal transduction involved in regulation of conjugation with mutual genetic exchange			GO:0046999,GO:0007186,
GO:0000758	P	agglutination involved in conjugation with mutual genetic exchange			GO:0098630,GO:0000771,
GO:0000759	P	cell morphogenesis involved in conjugation with mutual genetic exchange			GO:0000767,
GO:0000760	P	adaptation to pheromone regulating conjugation with mutual genetic exchange			GO:0022401,GO:0000756,
GO:0000761	P	conjugant formation			GO:0000771,
GO:0000762	P	pheromone-induced unidirectional conjugation			GO:0009291,
GO:0000763	P	obsolete cell morphogenesis involved in unidirectional conjugation			
GO:0000764	P	obsolete cellular morphogenesis involved in pheromone-induced unidirectional conjugation			
GO:0000765	P	response to pheromone regulating pheromone-induced unidirectional conjugation			GO:0046999,GO:0019236,
GO:0000766	P	negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation			GO:0022401,
GO:0000767	P	cell morphogenesis involved in conjugation		GO:0000759,GO:0000753,	GO:0000902,
GO:0000768	P	syncytium formation by plasma membrane fusion		GO:0007520,GO:0072675,GO:0034238,	GO:0006949,
GO:0000769	P	syncytium formation by mitosis without cytokinesis			GO:0006949,
GO:0000770	P	peptide pheromone export		GO:0090538,GO:0090539,GO:0071832,	GO:0009914,GO:0015833,
GO:0000771	P	agglutination involved in conjugation		GO:0000758,GO:0000761,GO:0000752,	GO:0098610,
GO:0000819	P	sister chromatid segregation		GO:0045144,GO:0000070,	GO:0051276,GO:0098813,
GO:0000820	P	regulation of glutamine family amino acid metabolic process	glnE,	GO:2000214,GO:2000211,GO:0000821,	GO:0006521,
GO:0000821	P	regulation of arginine metabolic process		GO:1900079,GO:1900081,	GO:0000820,
GO:0000902	P	cell morphogenesis	minC,	GO:0009826,GO:0000767,GO:0000904,	GO:0032989,
GO:0000903	P	regulation of cell shape during vegetative growth phase			GO:0008360,
GO:0000904	P	cell morphogenesis involved in differentiation		GO:0030713,GO:0010091,GO:0048766,GO:0009860,GO:0036344,GO:0090378,GO:0060880,GO:0001831,GO:0048601,GO:0090171,GO:0034446,GO:0003382,GO:0070309,GO:0010090,GO:0048667,GO:0010442,GO:0021943,GO:0048938,GO:0048768,GO:0098508,GO:0061336,GO:0001828,	GO:0000902,
GO:0000905	P	sporocarp development involved in asexual reproduction			GO:0030584,
GO:0000909	P	sporocarp development involved in sexual reproduction		GO:0070791,	GO:0030584,
GO:0000910	P	cytokinesis	amiA,amiB,amiC,dacB,ftsB,ftsL,ftsP,ftsQ,mreB,pbpG,yabI,yghB,yohD,yqjA,zapA,zapB,zapC,zapD,	GO:0061639,GO:0061640,GO:0043093,	GO:0022402,
GO:0000911	P	cytokinesis by cell plate formation		GO:0010443,GO:0010235,	GO:1902410,
GO:0000912	P	assembly of actomyosin apparatus involved in cytokinesis		GO:1902407,GO:0000915,	GO:0032506,GO:0022607,
GO:0000913	P	preprophase band assembly			GO:1903047,GO:0022607,
GO:0000914	P	phragmoplast assembly			GO:1902407,
GO:0000915	P	actomyosin contractile ring assembly		GO:1903475,	GO:0044837,GO:0000912,
GO:0000916	P	actomyosin contractile ring contraction		GO:1902404,	GO:0036213,
GO:0000917	P	division septum assembly	ftsN,ftsQ,nlpD,zapA,zipA,		GO:0090529,GO:1902410,
GO:0000918	P	division septum site selection	bcsQ,minD,minE,slmA,		GO:1902410,
GO:0000919	P	cell plate assembly		GO:0009920,	GO:1903047,GO:0022607,
GO:0000920	P	cell separation after cytokinesis	envC,ftsK,mepM,nlpD,ygeR,		GO:0009987,
GO:0000921	P	septin ring assembly	zapA,		GO:0034622,GO:0070925,GO:0031106,
GO:0000947	P	amino acid catabolic process to alcohol via Ehrlich pathway		GO:0000950,GO:0000949,GO:0000951,	GO:0046165,GO:0000955,
GO:0000948	P	amino acid catabolic process to carboxylic acid via Ehrlich pathway		GO:0000952,GO:0000953,GO:0000954,	GO:0046394,GO:0000955,
GO:0000949	P	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway			GO:0000947,GO:0009074,
GO:0000950	P	branched-chain amino acid catabolic process to alcohol via Ehrlich pathway			GO:0009083,GO:0000947,
GO:0000951	P	methionine catabolic process to 3-methylthiopropanol			GO:0009087,GO:0000947,GO:0044272,
GO:0000952	P	aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway			GO:0000948,GO:0009074,
GO:0000953	P	branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway			GO:0009083,GO:0000948,
GO:0000954	P	methionine catabolic process to 3-methylthiopropanoate			GO:0000948,GO:0009403,GO:0009087,GO:0006633,GO:0044272,
GO:0000955	P	amino acid catabolic process via Ehrlich pathway		GO:0000948,GO:0000947,	GO:0009063,
GO:0000956	P	nuclear-transcribed mRNA catabolic process		GO:0070966,GO:0033621,GO:0000288,GO:0000184,GO:0071028,GO:0000290,GO:0071044,GO:0070481,GO:0000291,GO:0000289,GO:0000294,GO:0031086,	GO:0006402,
GO:0000957	P	mitochondrial RNA catabolic process		GO:2000827,GO:0000958,	GO:0006401,GO:0000959,
GO:0000958	P	mitochondrial mRNA catabolic process			GO:0000957,GO:0006402,
GO:0000959	P	mitochondrial RNA metabolic process		GO:0000963,GO:0070127,GO:0006393,GO:0006390,GO:0006392,GO:1900864,GO:0000957,GO:0006391,	GO:0016070,
GO:0000960	P	regulation of mitochondrial RNA catabolic process		GO:0000961,GO:0000962,GO:1905637,	GO:0051252,GO:0031329,
GO:0000961	P	negative regulation of mitochondrial RNA catabolic process		GO:1905638,	GO:1902369,GO:0000960,
GO:0000962	P	positive regulation of mitochondrial RNA catabolic process		GO:1905639,	GO:0051254,GO:0000960,GO:0031331,
GO:0000963	P	mitochondrial RNA processing		GO:0000964,GO:0072684,GO:0090615,GO:0000965,GO:0090646,	GO:0006396,GO:0000959,GO:0140053,
GO:0000964	P	mitochondrial RNA 5'-end processing		GO:0097745,	GO:0000963,GO:0000966,
GO:0000965	P	mitochondrial RNA 3'-end processing		GO:0090616,GO:1990180,	GO:0031123,GO:0000963,
GO:0000966	P	RNA 5'-end processing	rne,rnpA,yhbY,yqgF,	GO:0000964,GO:0034471,	GO:0006396,
GO:0000967	P	rRNA 5'-end processing	rne,yhbY,yqgF,	GO:0000477,GO:0000472,GO:0000465,	GO:0034471,GO:0006364,
GO:0000968	P	tRNA exon ligation		GO:0000971,GO:0000970,GO:0000969,	GO:0000378,
GO:0000969	P	tRNA exon ligation utilizing ATP as source of linkage phosphate			GO:0000968,
GO:0000970	P	tRNA exon ligation utilizing GTP as source of linkage phosphate			GO:0000968,
GO:0000971	P	tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate			GO:0000968,
GO:0000972	P	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery		GO:0000973,	GO:0051276,
GO:0000973	P	posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery			GO:0000972,
GO:0001014	P	snoRNA transcription by RNA polymerase III			GO:0009302,GO:0006383,
GO:0001015	P	snoRNA transcription by RNA polymerase II			GO:0009302,GO:0006366,
GO:0001059	P	transcription by RNA polymerase IV			GO:0006351,
GO:0001060	P	transcription by RNA polymerase V			GO:0006351,
GO:0001079	P	nitrogen catabolite regulation of transcription from RNA polymerase II promoter		GO:0001081,GO:0001080,	GO:0090293,GO:0006357,
GO:0001080	P	nitrogen catabolite activation of transcription from RNA polymerase II promoter			GO:0001079,GO:0090294,
GO:0001081	P	nitrogen catabolite repression of transcription from RNA polymerase II promoter			GO:0001079,GO:0090295,
GO:0001100	P	negative regulation of exit from mitosis		GO:0031578,GO:1902420,	GO:0045839,GO:0007096,GO:1901991,
GO:0001101	P	response to acid chemical	asnC,asr,bsmA,dctR,decR,envZ,ibaG,lrp,mrr,msrP,narQ,narX,rclA,rclB,rclC,speF,tsr,ybaO,ybjC,yghW,yhaM,yhaO,yhiM,yibT,yjeH,yobF,	GO:0010157,GO:1901556,GO:1903927,GO:0070781,GO:0051593,GO:0033591,GO:0009415,GO:1903412,GO:0071229,GO:0010167,GO:0009737,GO:0009751,GO:1903840,GO:0031427,GO:1905439,GO:0070542,GO:1901530,GO:0080033,GO:0043200,GO:1904481,GO:0009739,GO:0010193,GO:0097532,GO:1905441,GO:1901425,GO:1903492,GO:0071505,GO:1901427,GO:1902617,GO:0009753,GO:0032526,GO:0080026,GO:1901593,GO:0033986,GO:0010034,GO:0080021,GO:1904880,GO:1901422,	GO:0042221,
GO:0001109	P	promoter clearance during DNA-templated transcription		GO:0001122,GO:0001182,GO:0001111,GO:0001110,	GO:0032774,
GO:0001110	P	promoter clearance from RNA polymerase III promoter			GO:0001109,
GO:0001111	P	promoter clearance from RNA polymerase II promoter			GO:0001109,
GO:0001112	P	DNA-templated transcriptional open complex formation		GO:0001127,GO:0001113,	GO:0001120,
GO:0001113	P	transcriptional open complex formation at RNA polymerase II promoter			GO:0001112,
GO:0001115	P	protein-DNA-RNA complex subunit organization		GO:0001119,GO:0001117,GO:0001116,	GO:0043933,
GO:0001116	P	protein-DNA-RNA complex assembly			GO:0034622,GO:0001115,
GO:0001117	P	protein-DNA-RNA complex disassembly		GO:0001118,	GO:0032984,GO:0001115,
GO:0001118	P	transcription ternary complex disassembly			GO:0001117,
GO:0001119	P	protein-DNA-RNA complex remodeling			GO:0034367,GO:0001115,
GO:0001120	P	protein-DNA complex remodeling		GO:0001112,	GO:0034367,GO:0071824,
GO:0001121	P	bacterial transcription	rcsB,rpoH,		GO:0006351,
GO:0001122	P	promoter clearance from bacterial-type RNA polymerase promoter			GO:0001109,
GO:0001123	P	transcription initiation from bacterial-type RNA polymerase promoter	rpoS,		GO:0006352,
GO:0001124	P	transcription elongation from bacterial-type RNA polymerase promoter	rfaH,		GO:0006354,
GO:0001125	P	transcription termination from bacterial-type RNA polymerase promoter			GO:0006353,
GO:0001126	P	bacterial-type RNA polymerase preinitiation complex assembly			GO:0070897,
GO:0001127	P	transcriptional open complex formation at bacterial-type RNA polymerase promoter			GO:0001112,
GO:0001171	P	reverse transcription		GO:0032199,	GO:0006278,
GO:0001172	P	transcription, RNA-templated			GO:0097659,
GO:0001173	P	DNA-templated transcriptional start site selection		GO:0001176,GO:0001174,GO:0001175,	GO:0032774,
GO:0001174	P	transcriptional start site selection at RNA polymerase II promoter			GO:0001173,
GO:0001175	P	transcriptional start site selection at RNA polymerase III promoter			GO:0001173,
GO:0001176	P	transcriptional start site selection at bacterial-type RNA polymerase promoter			GO:0001173,
GO:0001177	P	regulation of transcriptional open complex formation at RNA polymerase II promoter			GO:0060260,
GO:0001178	P	regulation of transcriptional start site selection at RNA polymerase II promoter			GO:0060260,
GO:0001182	P	promoter clearance from RNA polymerase I promoter		GO:0001184,	GO:0001109,
GO:0001183	P	transcription elongation from RNA polymerase I promoter for nuclear large rRNA transcript			GO:0006362,
GO:0001184	P	promoter clearance from RNA polymerase I promoter for nuclear large rRNA transcript			GO:0001182,
GO:0001188	P	RNA polymerase I transcriptional preinitiation complex assembly			GO:0070897,
GO:0001192	P	maintenance of transcriptional fidelity during DNA-templated transcription elongation		GO:0001195,GO:0001194,GO:0001193,	GO:0032774,
GO:0001193	P	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter			GO:0001192,
GO:0001194	P	maintenance of transcriptional fidelity during DNA-templated transcription elongation from bacterial-type RNA polymerase promoter			GO:0001192,
GO:0001195	P	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter			GO:0001192,
GO:0001196	P	regulation of mating-type specific transcription from RNA polymerase II promoter		GO:0001197,GO:0001198,	GO:0006357,GO:0007532,
GO:0001197	P	positive regulation of mating-type specific transcription from RNA polymerase II promoter			GO:0045895,GO:0001196,
GO:0001198	P	negative regulation of mating-type specific transcription from RNA polymerase II promoter			GO:0045894,GO:0001196,
GO:0001207	P	histone displacement		GO:0001208,	GO:0034728,
GO:0001208	P	histone H2A-H2B dimer displacement			GO:0001207,
GO:0001300	P	chronological cell aging			GO:0007569,
GO:0001301	P	progressive alteration of chromatin involved in cell aging		GO:0007580,GO:0034652,GO:0001305,GO:0001304,	GO:0006325,
GO:0001302	P	replicative cell aging			GO:0007569,
GO:0001303	P	nucleolar fragmentation involved in replicative aging			GO:0007576,
GO:0001304	P	progressive alteration of chromatin involved in replicative cell aging		GO:0001307,GO:0001308,	GO:0001301,
GO:0001305	P	progressive alteration of chromatin involved in chronological cell aging			GO:0001301,
GO:0001306	P	age-dependent response to oxidative stress		GO:0001324,GO:0001315,GO:0001322,	GO:0006979,
GO:0001307	P	extrachromosomal circular DNA accumulation involved in replicative cell aging		GO:0001310,	GO:0007580,GO:0001304,
GO:0001308	P	negative regulation of chromatin silencing involved in replicative cell aging			GO:0001304,GO:0031936,
GO:0001309	P	obsolete age-dependent telomere shortening			
GO:0001310	P	extrachromosomal rDNA circle accumulation involved in replicative cell aging			GO:0001307,
GO:0001311	P	formation of extrachromosomal circular rDNA by homologous recombination involved in replicative cell aging			GO:0001313,GO:0045458,
GO:0001312	P	replication of extrachromosomal rDNA circles involved in replicative cell aging			GO:0001314,
GO:0001313	P	formation of extrachromosomal circular DNA involved in replicative cell aging		GO:0001311,	GO:0001325,
GO:0001314	P	replication of extrachromosomal circular DNA involved in replicative cell aging		GO:0001312,	GO:0001326,
GO:0001315	P	age-dependent response to reactive oxygen species		GO:0072353,	GO:0001306,GO:0000302,
GO:0001316	P	age-dependent response to reactive oxygen species involved in replicative cell aging		GO:0001317,	GO:0072353,GO:0001322,
GO:0001317	P	accumulation of oxidatively modified proteins involved in replicative cell aging			GO:0001316,
GO:0001318	P	formation of oxidatively modified proteins involved in replicative cell aging			GO:0006464,
GO:0001319	P	inheritance of oxidatively modified proteins involved in replicative cell aging			GO:0008104,
GO:0001320	P	age-dependent response to reactive oxygen species involved in chronological cell aging			GO:0072353,GO:0001324,
GO:0001321	P	age-dependent general metabolic decline involved in replicative cell aging			GO:0007571,
GO:0001322	P	age-dependent response to oxidative stress involved in replicative cell aging		GO:0001316,	GO:0001306,
GO:0001323	P	age-dependent general metabolic decline involved in chronological cell aging			GO:0007571,
GO:0001324	P	age-dependent response to oxidative stress involved in chronological cell aging		GO:0001320,	GO:0034599,GO:0001306,
GO:0001325	P	formation of extrachromosomal circular DNA		GO:0090656,GO:0001313,	GO:0022607,GO:0006259,
GO:0001326	P	replication of extrachromosomal circular DNA		GO:0001314,	GO:0006260,
GO:0001402	P	signal transduction involved in filamentous growth			GO:0007165,
GO:0001403	P	invasive growth in response to glucose limitation			GO:0036267,
GO:0001404	P	obsolete invasive growth			
GO:0001407	P	glycerophosphodiester transmembrane transport	ugpA,ugpB,ugpC,ugpE,		GO:0015748,GO:0015711,GO:0098656,
GO:0001408	P	guanine nucleotide transport		GO:0070731,GO:1903790,	GO:0015865,
GO:0001410	P	chlamydospore formation			GO:0043936,GO:0048468,
