# From get_uniq_lowest_levels_v2.pl on Tue Apr 21 11:50:01 2020
# Input = all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0055114	3	460	aceE,adhE,adhP,aegA,ahpC,ahpF,ahr,aidB,aldA,aldB,alkB,allD,appB,appC,argC,arnA,aroE,arsC,asd,astD,azoR,bcp,bdcA,betA,betB,bfd,bfr,bisC,btuE,caiA,cbrA,ccmG,ccmH,ccp,chbF,cnoX,cueO,curA,cybB,cydA,cydB,cydX,cyoA,cyoB,cyoC,cyoD,cysD,cysG,cysH,cysI,cysJ,dadA,dadX,dapB,dkgA,dkgB,dld,dmlA,dmsA,dmsB,dmsC,dnaJ,dps,dsbA,dsbB,dsbC,dsbD,dsbG,dusA,dusB,dusC,dxr,efeB,entA,epd,epmC,eutE,eutG,fabG,fabI,fadB,fadE,fadH,fadJ,fcl,fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fdx,feaB,fixA,fixB,fixC,fixX,fldA,fldB,folA,folD,folM,fpr,frdA,frdB,fre,frmA,ftnA,ftnB,ftsP,fucO,gabD,gapA,garR,gatD,gcd,gcvP,gdhA,ghrA,ghrB,glaH,glcD,glcE,glcF,gldA,glpA,glpB,glpC,glpD,gltB,gltD,glvG,glxR,gnd,gor,gpr,gpsA,grxA,grxB,grxC,grxD,gstB,guaB,guaC,hcaB,hcaC,hcaD,hcaE,hcaF,hcp,hcr,hcxA,hcxB,hdhA,hemA,hemF,hemG,hemN,hemW,hisD,hmp,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,hycB,hycC,hycD,hycE,hycF,hycG,hydN,hyfA,hyfB,hyfC,hyfD,hyfE,hyfF,hyfG,hyfH,hyfI,hyfJ,icd,idnD,idnO,ilvC,ispG,ispH,katE,katG,kduD,kefF,kefG,ldhA,leuB,lgoD,lhgD,lldD,lpd,lsrG,maeA,maeB,mdaB,mdh,melA,metF,metL,mhpA,mhpB,mhpF,mioC,mnmC,mqo,msrA,msrB,msrC,msrP,msrQ,mtlD,murB,nadB,napA,napB,napC,napG,napH,narG,narH,narI,narV,narY,narZ,ndh,nemA,nfeF,nfsA,nfsB,nirB,nirD,norV,norW,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nrdH,nrfA,nrfB,nrfC,nrfD,nuoA,nuoB,nuoC,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN,osmC,paaA,paaE,paaH,paaZ,panE,paoA,paoB,paoC,patD,pdxA,pdxB,pdxH,pdxI,pflA,pflC,pgeF,pgl,phoA,pntA,pntB,poxB,preA,preT,proA,proC,putA,puuB,puuC,pyrD,qorA,qorB,queF,queG,rclA,rfbD,ribD,roxA,rpe,rpiA,rpiB,rspB,rsxA,rsxB,rsxC,rsxD,rsxE,rsxG,rutA,rutC,rutE,rutF,sad,sdhA,sdhB,sdhC,sdhD,serA,sodA,sodB,sodC,solA,srlD,ssuD,ssuE,sthA,sucA,talA,talB,tas,tauD,tdh,thrA,tktA,tktB,torA,torC,torY,torZ,tpx,trxA,trxB,trxC,tynA,tyrA,ubiF,ubiH,ubiI,ucpA,ugd,usg,uxaB,uxuB,wecC,wrbA,xdhA,xdhB,xdhC,xdhD,yahK,yajO,ybbO,ybdR,ybiX,ybiY,ycaK,ycbX,yccM,yceJ,yceM,yciK,ycjQ,ycjS,ydbK,ydeP,ydfG,ydfI,ydgJ,ydhF,ydhR,ydhU,ydhV,ydiB,ydiJ,ydiO,ydiQ,ydiR,ydiS,ydiT,ydjA,ydjG,ydjJ,ydjL,yeaE,yeaW,yeaX,yeiQ,yfaE,yfcF,yfcG,yfdG,yfeX,yfgD,yfhL,yfjU,ygbJ,ygcN,ygcO,ygcQ,ygcR,ygcU,ygcW,ygfF,ygfK,ygfM,ygfS,ygfT,yggP,yghA,yghU,ygiD,ygiN,ygjR,yhbW,yhdH,yhhW,yhhX,yiaK,yiaY,yieF,yihU,yjhC,yjjW,ykgE,ykgF,ykgJ,yliI,ynfE,ynfF,ynfG,ynfH,ynjA,yodB,yohF,yphC,yqcA,yqhD,yqjG,yraR,ysaA,zwf,	oxidation-reduction process
GO:0019516	4	3	dld,lldD,ykgF,	lactate oxidation
GO:0015944	4	8	fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,hybB,	formate oxidation
GO:0019480	4	2	dadA,dadX,	L-alanine oxidation to pyruvate via D-alanine
GO:0070989	4	1	alkB,	oxidative demethylation
GO:0009056	3	109	acs,aes,agaI,ahpC,alsK,ampC,chaC,codA,cof,dgoA,dgoD,dgoK,dhaK,dkgA,dkgB,edd,fadA,frmA,frmB,ggt,ghrB,gldA,gloA,gloB,gloC,gnd,gntK,gntP,gntR,gntT,gpr,gudX,hcaB,hcaC,hcaD,hcaE,hcaF,hchA,idnD,idnK,idnO,idnT,katE,katG,ldcA,lgoD,lgoR,malS,malZ,mhpA,mhpB,mhpC,mhpD,mhpE,mhpF,mhpR,mpaA,nagA,nagB,nanA,nanE,nanK,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK,paaX,paaY,paaZ,pepA,pepB,pepD,pepN,pepQ,pepT,pfkA,php,ppx,pta,ssuD,ssuE,tauD,tyrR,uidA,yagE,yagF,ybhA,ycbX,yeaE,yegX,yeiG,yhbO,yieK,yihQ,yihR,yihS,yihT,yihU,yihV,yiiM,yjhG,yjhH,	catabolic process
GO:0006739	3	15	gnd,nadK,nudC,pgl,pntA,pntB,rpe,rpiA,rpiB,sthA,talA,talB,tktA,tktB,zwf,	NADP metabolic process
GO:0006742	4	1	nudC,	NADP catabolic process
GO:0006741	4	1	nadK,	NADP biosynthetic process
GO:0044238	3	847	aas,aat,abgA,abgB,accA,accB,accC,accD,aceA,aceB,aceE,aceF,aceK,acnA,acnB,acpH,acpP,acpS,acpT,add,adiA,adk,agaI,agp,ahr,ais,aldA,alsE,alsK,amn,ampH,amyA,anmK,ansA,ansB,apaH,apt,araA,araB,araC,araD,argA,argB,argC,argD,argE,argF,argG,argH,argI,argR,arnA,arnB,arnC,arnD,arnE,arnF,arnT,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,ascB,asd,aslB,asnA,asnB,aspA,aspC,astC,atoA,atoB,atoD,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,avtA,bcsA,bcsB,bcsZ,bepA,bglA,bglB,bglX,blc,cadA,carA,carB,cbl,cdd,cdh,cdsA,cfa,chbF,chbG,chiA,clpA,clpB,clpP,clpS,clpX,clsA,clsB,clsC,cmk,coaA,coaD,coaE,cobT,cpdB,cpsB,cpsG,cra,csdA,csgA,csgB,cyaA,cysB,cysE,cysI,cysJ,cysK,cysM,cysQ,cysZ,cyuA,cyuP,dacA,dacB,dacC,dacD,dadA,dapA,dapB,dapD,dapE,dapF,dcd,dcp,dcyD,ddpX,decR,degP,degQ,degS,deoA,deoB,deoC,deoD,dfp,dgkA,dgoA,dgoD,dgoK,dgt,dhaK,dinG,dkgA,dkgB,dsdA,dtd,dut,dxr,dxs,ebgA,edd,elaD,elbB,eno,envC,epd,eptA,eptB,eptC,erpA,etk,eutB,eutC,fabA,fabB,fabD,fabF,fabG,fabH,fabI,fabR,fabZ,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadK,fadM,fadR,fbaA,fbaB,fbp,fcl,fdhE,fdrA,fepE,fixB,fliI,folD,frdB,frlA,frlB,frlD,fruK,frvX,fsaA,fsaB,ftsH,ftsI,fucA,fucI,fucK,fucO,fucP,fucR,fucU,fumA,fumB,fumC,gabD,gabP,gabT,galE,galF,galK,galM,galR,galT,galU,gapA,gatY,gcd,gdhA,ggt,ghrB,glcB,glf,glgB,glgC,glgP,glgX,glk,glmM,glmS,glmU,glpG,glpK,glpQ,glpX,gltA,gltB,gltD,glvG,glyA,gmd,gmhA,gmhB,gmk,gmm,gnd,gnsB,gntK,gntP,gntR,gntT,gph,gpmA,gpmM,gpp,gpsA,gpt,grxA,grxC,gsk,gspO,guaA,guaB,guaC,gudX,gutQ,hchA,hdhA,hinT,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,hldE,hpf,hpt,hscA,hscB,hslU,hslV,htpX,hxpA,hxpB,hyaD,hybD,hybE,hybF,hybG,hycI,hypA,hypB,hypC,hypD,hypE,hypF,iaaA,iadA,iap,icd,iclR,idi,idnD,idnK,idnO,idnT,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,ilvY,iscA,ispA,ispB,ispD,ispE,ispF,ispG,ispH,ivbL,kbaY,kbaZ,kdgK,kdsA,kdsB,kdsC,kdsD,kduD,kduI,lacZ,lapA,lapB,ldcA,ldcC,ldtA,ldtB,ldtC,ldtD,ldtE,lepB,leuA,leuB,leuC,leuD,leuL,lexA,lgoD,lgoR,lgt,lipA,lipB,lit,lldD,lnt,loiP,lolB,lon,lpd,lplA,lplT,lpp,lpxA,lpxB,lpxC,lpxD,lpxH,lpxK,lpxL,lpxM,lpxP,lpxT,lspA,lsrK,ltaE,lysA,lysC,lyxK,maeA,mak,malP,malQ,malS,malT,malY,malZ,manA,map,mdh,melA,mepA,mepH,mepM,mepS,metA,metB,metC,metE,metF,metH,metJ,metL,metR,mlc,mmuM,mmuP,mngB,mobA,mocA,mpaA,mqo,mrcA,mrcB,mrdA,mtfA,mtn,murA,murG,murQ,murR,nadA,nadB,nadC,nadD,nadE,nadR,nagA,nagB,nagC,nagK,nagZ,nanA,nanE,nanK,nanM,nanS,ndk,nfuA,nlpC,nlpD,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nudE,nudF,nudK,nudL,ompT,opgB,opgC,opgD,opgG,otnC,oxc,paaF,paaG,paaH,paaJ,pabA,pabC,pagP,panD,panZ,pbpC,pbpG,pck,pepA,pepB,pepD,pepE,pepN,pepP,pepQ,pepT,pfkA,pfkB,pflA,pflB,pflC,pgaB,pgi,pgk,pgl,pgm,pgpA,pgpB,pgpC,pgsA,pheA,phnN,pldA,pldB,plsB,plsC,plsX,plsY,pmbA,pncA,pncB,pncC,polA,ppc,ppk,pppA,ppsA,pqqL,prc,prkB,prlC,proA,proB,proC,prpC,prpD,prs,psd,pssA,psuK,pth,ptrA,ptrB,purA,purB,purC,purD,purE,purF,purH,purK,purL,purM,purN,purR,purT,purU,puuE,pxpA,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrI,pyrL,raiA,rbsD,rbsK,rdgB,relA,rfaD,rfbA,rfbB,rfbC,rfbD,rfbX,rfe,rffG,rffH,rhaA,rhaB,rhaD,rhaM,rhaR,rhaS,rhmD,ridA,rihA,rihB,rihC,rimI,rimJ,rimL,rlhA,rnd,rpe,rpiB,rseP,rspA,rssA,rzpD,sad,scpB,sdaA,sdaB,sdhA,sdhB,sdhC,sdhD,serA,serB,serC,sgbE,sgbH,sgbU,sgcE,sgcX,skp,slyD,sohB,speC,speF,spoT,sppA,sseA,sucA,sucB,sucC,sucD,sufA,sufS,suhB,talA,talB,tdcB,tdcD,tdcE,tdcG,tesA,tesB,thrA,thrB,thrC,thrL,thyA,tldD,tmk,tnaA,tnaB,torD,tpiA,treC,trpA,trpB,trpC,trpD,trpE,trpL,tsaB,tsaD,tyrA,tyrB,udk,udp,ugd,ugpQ,uidA,ulaD,ulaE,ulaF,ulaG,umpH,umuD,upp,uppS,usg,ushA,uspG,uxaA,uxaB,uxaC,uxuA,uxuB,waaA,waaB,waaC,waaF,waaG,waaJ,waaL,waaO,waaP,waaQ,waaS,waaU,waaY,waaZ,wbbH,wbbI,wbbJ,wbbK,wcaA,wcaB,wcaC,wcaD,wcaE,wcaF,wcaI,wcaJ,wcaK,wcaL,wcaM,wecC,wecE,wza,wzb,wzc,wzxC,wzzB,wzzE,xapA,xapB,xylA,xylB,yadE,yaeF,yaeI,yafL,yagE,yagF,yagH,yahF,yajL,yajO,ybeY,ybgC,ybhJ,ybiA,ybiB,ybiW,ycaL,ycbZ,yciA,ycjG,ycjM,ycjR,ycjT,ycjU,ydcR,ydeM,ydgD,ydiB,ydiF,ydiR,ydjH,ydjI,yeaD,yedK,yeeS,yegQ,yegS,yegX,yeiI,yfaL,yfbL,yfdG,yfeW,yfjY,ygbJ,ygbK,ygbL,ygbM,ygcE,ygeA,ygeR,ygeW,ygeX,ygeY,yggF,ygjP,yhbO,yhbU,yhbV,yheT,yhfW,yhgF,yhgH,yhjJ,yibQ,yicI,yicR,yidK,yidR,yieK,yieL,yifB,yihQ,yihR,yihV,yjfP,yjhG,yjhH,yjiR,yjjU,yjjX,ykfG,ymdB,ynbA,ynjE,ynjF,yoaA,ypdE,ypdF,yphB,yqeF,yqgF,ytfB,ytjC,zwf,	primary metabolic process
GO:0006520	4	158	adiA,ansA,ansB,argA,argB,argC,argD,argE,argF,argG,argH,argI,argR,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,asd,asnA,asnB,aspC,astC,avtA,cadA,carA,carB,cbl,csdA,cysB,cysE,cysI,cysJ,cysK,cysM,cysZ,cyuA,cyuP,dadA,dapA,dapB,dapD,dapE,dapF,dcyD,decR,dgoD,dsdA,dtd,eutB,eutC,folD,frlA,gabD,gabP,gabT,gdhA,ggt,gltB,gltD,glyA,gudX,hinT,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,ilvY,ivbL,ldcC,leuA,leuB,leuC,leuD,leuL,ltaE,lysA,lysC,malY,metA,metB,metC,metE,metF,metH,metJ,metL,metR,mmuM,mmuP,mtn,pabA,pabC,pheA,proA,proB,proC,puuE,pyrB,rhmD,ridA,rspA,sad,serA,serB,serC,speC,speF,sseA,sufS,tdcB,tdcD,tdcG,thrA,thrB,thrC,thrL,tnaA,tnaB,trpA,trpB,trpC,trpD,trpE,trpL,tyrA,tyrB,usg,wcaB,ybiB,ycjG,ydcR,ydiB,ygeA,ygeW,ygeX,yjiR,ynjE,	cellular amino acid metabolic process
GO:0009448	5	5	gabD,gabP,gabT,puuE,sad,	gamma-aminobutyric acid metabolic process
GO:0009450	6	5	gabD,gabP,gabT,puuE,sad,	gamma-aminobutyric acid catabolic process
GO:1901605	5	35	argB,argD,argF,argG,argH,argI,astC,avtA,dadA,dcyD,dsdA,dtd,gabT,hinT,hisA,metB,metE,metH,pabA,speC,speF,sseA,tnaA,tnaB,trpA,trpB,trpC,trpD,trpE,trpL,ybiB,ydcR,ygeW,yjiR,ynjE,	alpha-amino acid metabolic process
GO:0046416	6	5	dadA,dcyD,dsdA,dtd,hinT,	D-amino acid metabolic process
GO:0070178	7	1	dsdA,	D-serine metabolic process
GO:0036088	8	1	dsdA,	D-serine catabolic process
GO:0019478	7	5	dadA,dcyD,dsdA,dtd,hinT,	D-amino acid catabolic process
GO:0055130	8	2	dadA,hinT,	D-alanine catabolic process
GO:0000053	6	1	argG,	argininosuccinate metabolic process
GO:0006591	6	10	argB,argD,argF,argH,argI,astC,gabT,speC,speF,ygeW,	ornithine metabolic process
GO:0006593	7	1	astC,	ornithine catabolic process
GO:0042450	7	8	argB,argD,argF,argH,argI,astC,gabT,ygeW,	arginine biosynthetic process via ornithine
GO:0033387	7	2	speC,speF,	putrescine biosynthetic process from ornithine
GO:0008652	5	108	argA,argB,argC,argD,argE,argF,argG,argH,argI,argR,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,asd,asnA,asnB,avtA,carA,carB,cysB,cysE,cysI,cysJ,cysK,cysM,cysZ,dapA,dapB,dapD,dapE,dapF,folD,ggt,gltB,gltD,glyA,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisL,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,ilvY,ivbL,leuA,leuB,leuC,leuD,leuL,lysA,lysC,malY,metA,metB,metC,metE,metF,metH,metJ,metL,metR,mmuM,mtn,pabA,pabC,pheA,proA,proB,proC,ridA,serA,serB,serC,thrA,thrB,thrC,thrL,trpA,trpB,trpC,trpD,trpE,trpL,tyrA,tyrB,usg,ybiB,ydiB,	cellular amino acid biosynthetic process
GO:0019877	6	5	asd,dapA,dapB,dapD,dapE,	diaminopimelate biosynthetic process
GO:0009082	6	21	asd,avtA,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,ilvY,ivbL,leuA,leuB,leuC,leuD,leuL,ridA,tyrB,	branched-chain amino acid biosynthetic process
GO:0009097	7	11	asd,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvM,ilvN,ridA,	isoleucine biosynthetic process
GO:0009098	7	7	ilvE,leuA,leuB,leuC,leuD,leuL,tyrB,	leucine biosynthetic process
GO:0009099	7	11	avtA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,ivbL,	valine biosynthetic process
GO:0009081	5	21	asd,avtA,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,ilvY,ivbL,leuA,leuB,leuC,leuD,leuL,ridA,tyrB,	branched-chain amino acid metabolic process
GO:0009063	5	15	asnB,dgoD,frlA,gabD,gabP,gabT,gudX,puuE,rhmD,rspA,sad,tdcD,tdcG,ycjG,ygeX,	cellular amino acid catabolic process
GO:0019665	6	1	tdcD,	anaerobic amino acid catabolic process
GO:1901281	6	1	frlA,	fructoselysine catabolic process
GO:0006099	4	29	aceA,aceB,aceK,acnA,acnB,aspA,fdrA,frdB,fumA,fumB,fumC,glcB,gltA,icd,mdh,mqo,ppc,prpC,prpD,sdhA,sdhB,sdhC,sdhD,sucA,sucB,sucC,sucD,yahF,ybhJ,	tricarboxylic acid cycle
GO:0019538	4	152	aat,abgA,abgB,ampH,argE,aslB,bepA,clpA,clpB,clpP,clpS,clpX,csgA,csgB,dacA,dacB,dacC,dacD,dapE,dcp,ddpX,degP,degQ,degS,elaD,envC,erpA,fdhE,frvX,ftsH,ftsI,ggt,glpG,gspO,hscA,hscB,hslU,hslV,htpX,hyaD,hybD,hybE,hybF,hybG,hycI,hypA,hypB,hypC,hypD,hypE,hypF,iaaA,iadA,iap,iscA,ldcA,ldtA,ldtB,ldtC,ldtD,ldtE,lepB,lexA,lgt,lipA,lipB,lit,lnt,loiP,lolB,lon,lplA,lspA,map,mepA,mepH,mepM,mepS,mpaA,mrcA,mrcB,mrdA,mtfA,nfuA,nlpC,nlpD,ompT,panD,panZ,pbpC,pbpG,pepA,pepB,pepD,pepE,pepN,pepP,pepQ,pepT,pmbA,pppA,pqqL,prc,prlC,psd,pth,ptrA,ptrB,rimI,rimJ,rimL,rlhA,rseP,rzpD,sgcX,skp,slyD,sohB,sppA,sufA,tesA,tldD,torD,tsaB,tsaD,umuD,yaeF,yafL,ybeY,ycaL,ycbZ,ydeM,ydgD,yedK,yeeS,yegQ,yfaL,yfbL,yfeW,yfjY,ygeR,ygeY,yhbU,yhbV,yhjJ,yicR,yifB,yjfP,ykfG,ypdE,ypdF,ytfB,	protein metabolic process
GO:1990000	5	2	csgA,csgB,	amyloid fibril formation
GO:0051604	5	39	aslB,erpA,fdhE,gspO,hscA,hscB,hyaD,hybD,hybE,hybF,hybG,hycI,hypA,hypB,hypC,hypD,hypE,hypF,iaaA,iscA,lepB,lipA,lipB,lplA,nfuA,panD,panZ,pppA,prlC,psd,rimI,rimJ,rimL,skp,slyD,sppA,sufA,torD,ydeM,	protein maturation
GO:0009249	6	3	lipA,lipB,lplA,	protein lipoylation
GO:0006474	6	3	rimI,rimJ,rimL,	N-terminal protein amino acid acetylation
GO:0017189	7	2	rimI,rimJ,	N-terminal peptidyl-alanine acetylation
GO:0017198	7	2	rimJ,rimL,	N-terminal peptidyl-serine acetylation
GO:0022417	6	2	skp,slyD,	protein maturation by protein folding
GO:0016485	6	12	gspO,hyaD,hybD,hycI,iaaA,lepB,panD,panZ,pppA,prlC,psd,sppA,	protein processing
GO:0016540	7	3	iaaA,panD,psd,	protein autoprocessing
GO:0031638	7	2	panZ,psd,	zymogen activation
GO:0006465	7	5	gspO,lepB,pppA,prlC,sppA,	signal peptide processing
GO:0097428	6	6	erpA,hscA,hscB,iscA,nfuA,sufA,	protein maturation by iron-sulfur cluster transfer
GO:0106035	7	2	erpA,nfuA,	protein maturation by [4Fe-4S] cluster transfer
GO:0042157	5	4	lgt,lnt,lolB,lspA,	lipoprotein metabolic process
GO:0042158	6	3	lgt,lnt,lspA,	lipoprotein biosynthetic process
GO:0097304	7	1	lspA,	lipoprotein biosynthetic process via signal peptide cleavage
GO:0030163	5	9	aat,clpP,clpS,clpX,ftsH,hslV,lon,prc,ycbZ,	protein catabolic process
GO:0010498	6	1	clpP,	proteasomal protein catabolic process
GO:0006508	5	118	abgA,abgB,ampH,argE,bepA,clpA,clpP,clpS,clpX,dacA,dacB,dacC,dacD,dapE,dcp,ddpX,degP,degQ,degS,elaD,envC,frvX,ftsH,ftsI,ggt,glpG,gspO,hslU,hslV,htpX,hyaD,hybD,hycI,iaaA,iadA,iap,ldcA,ldtA,ldtB,ldtC,ldtD,ldtE,lepB,lexA,lit,loiP,lon,lspA,map,mepA,mepH,mepM,mepS,mpaA,mrcA,mrcB,mrdA,mtfA,nlpC,nlpD,ompT,panD,panZ,pbpC,pbpG,pepA,pepB,pepD,pepE,pepN,pepP,pepQ,pepT,pmbA,pppA,pqqL,prc,prlC,psd,pth,ptrA,ptrB,rlhA,rseP,rzpD,sgcX,sohB,sppA,tesA,tldD,tsaB,tsaD,umuD,yaeF,yafL,ybeY,ycaL,ycbZ,ydgD,yedK,yeeS,yegQ,yfaL,yfbL,yfeW,yfjY,ygeR,ygeY,yhbU,yhbV,yhjJ,yicR,yifB,yjfP,ykfG,ypdE,ypdF,ytfB,	proteolysis
GO:0097264	6	1	ggt,	self proteolysis
GO:0051603	6	8	bepA,clpP,degP,degQ,hslV,lon,pth,ycaL,	proteolysis involved in cellular protein catabolic process
GO:0006515	7	4	clpP,degP,lon,pth,	protein quality control for misfolded or incompletely synthesized proteins
GO:0006807	3	20	carA,carB,gabD,glnA,glnD,gltB,gltD,hcp,lnt,murI,nemA,nrfA,nrfB,puuA,pyrB,sad,yafV,ygeA,yjjI,yobB,	nitrogen compound metabolic process
GO:0046034	3	36	aceE,aceF,appB,appC,atpA,atpB,atpC,atpD,atpE,atpF,atpG,atpH,cra,cydA,cydB,cydX,eno,fbaA,fbaB,fliI,gapA,glk,gpmA,gpmM,lpd,mdh,pfkA,pfkB,pgi,pgk,ppk,pykA,pykF,sucA,tpiA,ytjC,	ATP metabolic process
GO:0015976	2	11	adhE,can,cynT,hofM,hofN,hofO,hofP,hofQ,nfuA,rlmJ,yhgH,	carbon utilization
GO:0019740	2	9	amtB,glnA,gltB,rutA,rutB,rutC,rutD,rutE,rutF,	nitrogen utilization
GO:0019676	3	2	glnA,gltB,	ammonia assimilation cycle
GO:0050896	2	507	acnA,acrZ,ada,add,adhP,ahpC,ahpF,aidB,alaA,aldB,alkA,alkB,allR,appA,appY,aqpZ,argB,argF,argT,ariR,arsC,asd,asnA,atl,azoR,barA,bcp,betA,betB,betI,betT,bipA,blc,blr,bluF,bsmA,btsT,btuE,cas1,ccp,cho,clpA,clpB,clpP,clpS,cnoX,cobU,cpdB,cpsB,cspA,cspB,cspD,cspG,cspI,cstA,cysD,cysG,dam,dctA,dcyD,ddpX,deaD,degP,deoA,deoB,deoC,deoD,dgcN,dhaK,dhaM,dinB,dinD,dinG,dinI,dinQ,dnaJ,dnaK,dnaN,dnaQ,dosP,dps,dsbB,dsdA,dsdX,dtd,efeB,efeO,elaB,emrE,emrK,emrY,entS,eutD,eutN,exoX,fdoG,fdoI,fecR,feoA,feoB,fepB,fimB,flgH,flgI,fnr,frdA,fre,fsr,ftnA,ftsK,ftsP,fumB,fumC,gabP,gadW,gadX,glaH,glcD,glgA,glgB,glgX,gloB,glpK,glrK,glxR,gntR,gor,gph,gpmM,gpp,gpr,groL,groS,grpE,grxC,gshA,gsiB,gstA,hchA,hcp,helD,hflC,hflD,hflK,hflX,hisA,hmp,hokE,hprS,hscA,hslJ,hslO,hslR,hslU,hslV,hspQ,htpG,hupA,hyfC,hyfF,ibpA,ibpB,icd,idi,infC,insK,iprA,iraD,iraM,iraP,katE,katG,kdgK,kdpD,lamB,ldhA,ldtD,lepA,leuB,lexA,ligA,ligB,lldP,lldR,loiP,lon,lpd,lpxP,lsrR,malE,malF,marR,mazG,mdtK,mfd,mglA,mglC,mgtS,miaA,mlaB,mltC,mmuM,mngR,mntH,moaA,modF,mrr,mscM,msrA,msrB,msrP,mug,mutH,mutL,mutM,mutS,mutT,mutY,nadE,nagE,nanK,napF,narX,narY,nei,nfeF,nfeR,nfi,nfo,nfuA,nhaA,nikE,norV,norW,nth,nudF,nudG,ogt,ompA,ompC,opgG,opgH,oppA,osmC,osmE,osmF,osmY,otsA,otsB,oxyR,paaJ,paoC,patZ,pdeD,pdeF,pfkB,pflA,pgi,phoQ,phoR,phoU,phr,pncB,pnp,polA,polB,priA,proP,proQ,proV,proW,proX,psiE,pspA,pspB,pspD,pspG,pstA,pstS,purA,purB,purD,purN,putA,puuP,pykF,qorA,radA,radD,raiA,rbfA,rclA,rclB,rclC,rcnB,rcsA,rcsC,rcsF,recA,recB,recC,recD,recF,recG,recJ,recN,recO,recQ,recR,recX,relA,relE,rep,rfbC,rfbX,rhlE,rhsD,rihC,rimK,rnhB,rnr,rnt,rplK,rpmF,rpoD,rpoE,rpoH,rseC,rtcB,rusA,rutE,ruvA,ruvB,ruvC,sanA,sbcB,sbcC,sbcD,sbmC,sgbU,slyA,slyD,sodA,solA,soxR,spoT,ssb,sseA,sspA,ssuD,ssuE,sufA,sufD,sufE,sulA,symE,tag,tas,tatD,tauA,tauB,tauC,thiH,tig,tisB,tktA,tpx,treA,treC,treF,ttdB,ubiG,ubiH,udp,umuC,umuD,ung,uspC,uspD,uspE,uspF,uvrA,uvrB,uvrC,uvrD,uxuA,ves,vsr,waaH,wrbA,xthA,yaaA,yaaU,yaaY,yadC,yafN,yafO,yafP,yaiP,yajL,yajQ,ybaM,ybaT,ybaV,ybcM,ybdG,ybeQ,ybeY,ybfE,ybgI,ybhJ,ybhR,ybiJ,ybiO,ybiT,ybiX,ybjD,ybjX,yccX,ycdY,yceK,ycfL,ycgB,ychF,ychH,yciF,yciT,ycjU,ycjW,ydbK,ydeI,ydeM,ydfK,ydhQ,ydiQ,ydiZ,ydjM,yeaD,yeaG,yebG,yebK,yebS,yedF,yegP,yehB,yfbU,yfcA,yfcF,yfcG,yfdK,yfdO,yfdS,yfgG,yfgI,ygcW,ygfI,yggE,yggT,yggX,yghG,ygiW,ygjK,yhaC,yhbO,yhbQ,yhcF,yhcH,yhcN,yiaA,yiaB,yiaO,yibA,yibH,yidH,yidQ,yjaA,yjaZ,yjeI,yjhC,yjiA,yjiM,yjiX,yjjB,yjjU,ykfM,ykgM,ynaE,ynaI,ynhF,yoaA,yobF,yodD,yohC,yphB,yqcG,yqgF,yqhD,yqiH,yqiJ,yraJ,yraP,yrfG,ytfE,ytfK,zinT,zraP,zraS,	response to stimulus
