# From GOs_lib_files/regulons_in_gos_v5.pl on Mon Jun 15 17:12:05 2020
# Input = GUs_Regulon10.6.3_groups_complex_regulons/Regulon10.6.3_network_complex_regulons.txt
# GOs_lib_files/gene_gos.txt
# GOs_lib_files/go_uniq_levels_extended.txt
Group name	GO ID	GO level	Genes in group	Genes in GO	Percentage	GO name
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp_OmpR	GO:0008152	2	2	1	0.50	metabolic process
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp_OmpR	GO:0044238	3	2	1	0.50	primary metabolic process
ArcA_CadC_GadE-RcsB_GadX_H-NS_Lrp_OmpR	GO:0006520	4	2	1	0.50	cellular amino acid metabolic process
ArcA_Cra_FNR_H-NS_HypT	GO:0008152	2	2	2	1.00	metabolic process
ArcA_Cra_FNR_H-NS_HypT	GO:0044237	3	2	2	1.00	cellular metabolic process
ArcA_Cra_FNR_H-NS_HypT	GO:0006793	4	2	2	1.00	phosphorus metabolic process
ArcA_Cra_FNR_H-NS_HypT	GO:0006796	5	2	2	1.00	phosphate-containing compound metabolic process
ArcA_Cra_FNR_H-NS_HypT	GO:0016310	6	2	2	1.00	phosphorylation
ArcA_Cra_FNR_H-NS_HypT	GO:0006119	4	2	2	1.00	oxidative phosphorylation
ArcA_Cra_FNR_H-NS_HypT	GO:0006091	4	2	2	1.00	generation of precursor metabolites and energy
ArcA_Cra_FNR_H-NS_HypT	GO:0022900	4	2	2	1.00	electron transport chain
ArcA_Cra_FNR_H-NS_HypT	GO:0022904	5	2	2	1.00	respiratory electron transport chain
ArcA_Cra_FNR_H-NS_HypT	GO:0019646	6	2	2	1.00	aerobic electron transport chain
ArcA_Cra_FNR_H-NS_HypT	GO:0055114	3	2	2	1.00	oxidation-reduction process
ArcA_Cra_FNR_H-NS_HypT	GO:0046034	3	2	2	1.00	ATP metabolic process
ArcA_FNR	GO:0008152	2	14	2	0.14	metabolic process
ArcA_FNR	GO:0071704	3	14	1	0.07	organic substance metabolic process
ArcA_FNR	GO:0006082	4	14	1	0.07	organic acid metabolic process
ArcA_FNR	GO:0044237	3	14	1	0.07	cellular metabolic process
ArcA_FNR	GO:0006793	4	14	1	0.07	phosphorus metabolic process
ArcA_FNR	GO:0006796	5	14	1	0.07	phosphate-containing compound metabolic process
ArcA_FNR	GO:0016310	6	14	1	0.07	phosphorylation
ArcA_FNR	GO:0055114	3	14	1	0.07	oxidation-reduction process
ArcA_FNR	GO:0050896	2	14	1	0.07	response to stimulus
ArcA_FNR	GO:0006950	3	14	1	0.07	response to stress
ArcA_FNR	GO:0006979	4	14	1	0.07	response to oxidative stress
ArcA_FNR	GO:0034599	5	14	1	0.07	cellular response to oxidative stress
ArcA_FNR_Fis_IHF_NarL	GO:0008152	2	13	13	1.00	metabolic process
ArcA_FNR_Fis_IHF_NarL	GO:0044237	3	13	6	0.46	cellular metabolic process
ArcA_FNR_Fis_IHF_NarL	GO:0006091	4	13	6	0.46	generation of precursor metabolites and energy
ArcA_FNR_Fis_IHF_NarL	GO:0022900	4	13	6	0.46	electron transport chain
ArcA_FNR_Fis_IHF_NarL	GO:0022904	5	13	6	0.46	respiratory electron transport chain
ArcA_FNR_Fis_IHF_NarL	GO:0042773	6	13	5	0.38	ATP synthesis coupled electron transport
ArcA_FNR_Fis_IHF_NarL	GO:0055114	3	13	13	1.00	oxidation-reduction process
ArcA_FNR_IHF	GO:0008152	2	3	2	0.67	metabolic process
ArcA_FNR_IHF	GO:0009058	3	3	1	0.33	biosynthetic process
ArcA_FNR_IHF	GO:0044249	4	3	1	0.33	cellular biosynthetic process
ArcA_FNR_IHF	GO:0044271	5	3	1	0.33	cellular nitrogen compound biosynthetic process
ArcA_FNR_IHF	GO:0033014	6	3	1	0.33	tetrapyrrole biosynthetic process
ArcA_FNR_IHF	GO:0006779	6	3	1	0.33	porphyrin-containing compound biosynthetic process
ArcA_FNR_IHF	GO:0006782	7	3	1	0.33	protoporphyrinogen IX biosynthetic process
ArcA_FNR_IHF	GO:0019353	8	3	1	0.33	protoporphyrinogen IX biosynthetic process from glutamate
ArcA_FNR_IHF	GO:0051188	5	3	1	0.33	cofactor biosynthetic process
ArcA_FNR_IHF	GO:0032259	3	3	1	0.33	methylation
ArcA_FNR_IHF	GO:0044237	3	3	1	0.33	cellular metabolic process
ArcA_FNR_IHF	GO:0055114	3	3	1	0.33	oxidation-reduction process
ArcA_FNR_NarL	GO:0008152	2	4	2	0.50	metabolic process
ArcA_FNR_NarL	GO:0009058	3	4	2	0.50	biosynthetic process
ArcA_FNR_NarL	GO:0044249	4	4	2	0.50	cellular biosynthetic process
ArcA_FNR_NarL	GO:0051188	5	4	2	0.50	cofactor biosynthetic process
ArcA_FNR_NarL	GO:0009108	6	4	2	0.50	coenzyme biosynthetic process
ArcA_FNR_NarL	GO:0006777	7	4	2	0.50	Mo-molybdopterin cofactor biosynthetic process
ArcA_FNR_NarL	GO:0032324	6	4	1	0.25	molybdopterin cofactor biosynthetic process
ArcA_FNR_NarL	GO:0044237	3	4	2	0.50	cellular metabolic process
ArcA_FNR_PuuR	GO:0008152	2	2	1	0.50	metabolic process
ArcA_FNR_PuuR	GO:0006807	3	2	1	0.50	nitrogen compound metabolic process
ArcA_FNR_PuuR	GO:0050896	2	2	1	0.50	response to stimulus
ArcA_FNR_PuuR	GO:0006950	3	2	1	0.50	response to stress
ArcA_FNR_PuuR	GO:0033554	4	2	1	0.50	cellular response to stress
ArcA_FNR_PuuR	GO:0006974	5	2	1	0.50	cellular response to DNA damage stimulus
ArcA_FadR	GO:0008152	2	3	3	1.00	metabolic process
ArcA_FadR	GO:0071704	3	3	3	1.00	organic substance metabolic process
ArcA_FadR	GO:0006629	4	3	3	1.00	lipid metabolic process
ArcA_FadR	GO:0044255	4	3	3	1.00	cellular lipid metabolic process
ArcA_FadR	GO:0006631	5	3	3	1.00	fatty acid metabolic process
ArcA_FadR	GO:0009062	6	3	3	1.00	fatty acid catabolic process
ArcA_FadR	GO:0006635	7	3	3	1.00	fatty acid beta-oxidation
ArcA_FadR	GO:0033539	8	3	1	0.33	fatty acid beta-oxidation using acyl-CoA dehydrogenase
ArcA_FadR	GO:0033542	8	3	1	0.33	fatty acid beta-oxidation, unsaturated, even number
ArcA_FadR	GO:0019395	6	3	3	1.00	fatty acid oxidation
ArcA_FadR	GO:0016042	5	3	2	0.67	lipid catabolic process
ArcA_FadR	GO:0044237	3	3	3	1.00	cellular metabolic process
ArcA_FadR	GO:0055114	3	3	2	0.67	oxidation-reduction process
ArcA_FadR	GO:0044238	3	3	3	1.00	primary metabolic process
ArcA_FadR_Fis	GO:0008152	2	2	2	1.00	metabolic process
ArcA_FadR_Fis	GO:0071704	3	2	2	1.00	organic substance metabolic process
ArcA_FadR_Fis	GO:0006629	4	2	2	1.00	lipid metabolic process
ArcA_FadR_Fis	GO:0044255	4	2	2	1.00	cellular lipid metabolic process
ArcA_FadR_Fis	GO:0006631	5	2	2	1.00	fatty acid metabolic process
ArcA_FadR_Fis	GO:0009062	6	2	2	1.00	fatty acid catabolic process
ArcA_FadR_Fis	GO:0006635	7	2	2	1.00	fatty acid beta-oxidation
ArcA_FadR_Fis	GO:0019395	6	2	2	1.00	fatty acid oxidation
ArcA_FadR_Fis	GO:0016042	5	2	2	1.00	lipid catabolic process
ArcA_FadR_Fis	GO:0044237	3	2	2	1.00	cellular metabolic process
ArcA_FadR_Fis	GO:0044248	4	2	1	0.50	cellular catabolic process
ArcA_FadR_Fis	GO:0019439	5	2	1	0.50	aromatic compound catabolic process
ArcA_FadR_Fis	GO:0010124	6	2	1	0.50	phenylacetate catabolic process
ArcA_FadR_Fis	GO:0009407	5	2	1	0.50	toxin catabolic process
ArcA_FadR_Fis	GO:0006725	4	2	1	0.50	cellular aromatic compound metabolic process
ArcA_FadR_Fis	GO:0055114	3	2	1	0.50	oxidation-reduction process
ArcA_FadR_Fis	GO:0009056	3	2	1	0.50	catabolic process
ArcA_FadR_Fis	GO:0044238	3	2	2	1.00	primary metabolic process
ArcA_Fur_Lrp_ModE	GO:0050896	2	5	1	0.20	response to stimulus
ArcA_Fur_Lrp_ModE	GO:0006950	3	5	1	0.20	response to stress
ArcA_Fur_Lrp_ModE	GO:0009408	4	5	1	0.20	response to heat
ArcA_GlcC_IHF_PdhR	GO:0008152	2	5	4	0.80	metabolic process
ArcA_GlcC_IHF_PdhR	GO:0071704	3	5	1	0.20	organic substance metabolic process
ArcA_GlcC_IHF_PdhR	GO:0005975	4	5	1	0.20	carbohydrate metabolic process
ArcA_GlcC_IHF_PdhR	GO:0044262	4	5	1	0.20	cellular carbohydrate metabolic process
ArcA_GlcC_IHF_PdhR	GO:0006097	5	5	1	0.20	glyoxylate cycle
ArcA_GlcC_IHF_PdhR	GO:0044237	3	5	1	0.20	cellular metabolic process
ArcA_GlcC_IHF_PdhR	GO:0055114	3	5	3	0.60	oxidation-reduction process
ArcA_GlcC_IHF_PdhR	GO:0044238	3	5	1	0.20	primary metabolic process
ArcA_GlcC_IHF_PdhR	GO:0006099	4	5	1	0.20	tricarboxylic acid cycle
ArcA_GlcC_IHF_PdhR	GO:0050896	2	5	1	0.20	response to stimulus
ArcA_GlcC_IHF_PdhR	GO:0006950	3	5	1	0.20	response to stress
ArcA_GlcC_IHF_PdhR	GO:0033554	4	5	1	0.20	cellular response to stress
ArcA_GlcC_IHF_PdhR	GO:0006974	5	5	1	0.20	cellular response to DNA damage stimulus
ArcA_LexA	GO:0050896	2	2	2	1.00	response to stimulus
ArcA_LexA	GO:0006950	3	2	2	1.00	response to stress
ArcA_LexA	GO:0033554	4	2	2	1.00	cellular response to stress
ArcA_LexA	GO:0006974	5	2	2	1.00	cellular response to DNA damage stimulus
ArcA_LexA	GO:0009432	6	2	2	1.00	SOS response
ArcA_LexA	GO:0006281	6	2	2	1.00	DNA repair
ArcA_LexA	GO:0006289	7	2	1	0.50	nucleotide-excision repair
ArcA_LexA	GO:0006298	7	2	1	0.50	mismatch repair
ArcA_LexA	GO:0000725	7	2	1	0.50	recombinational repair
ArcA_LldR	GO:0008152	2	3	1	0.33	metabolic process
ArcA_LldR	GO:0071704	3	3	1	0.33	organic substance metabolic process
ArcA_LldR	GO:0005975	4	3	1	0.33	carbohydrate metabolic process
ArcA_LldR	GO:0005996	5	3	1	0.33	monosaccharide metabolic process
ArcA_LldR	GO:0019318	6	3	1	0.33	hexose metabolic process
ArcA_LldR	GO:0006004	7	3	1	0.33	fucose metabolic process
ArcA_LldR	GO:0042354	8	3	1	0.33	L-fucose metabolic process
ArcA_LldR	GO:0042355	9	3	1	0.33	L-fucose catabolic process
ArcA_LldR	GO:0019317	8	3	1	0.33	fucose catabolic process
ArcA_LldR	GO:0055114	3	3	1	0.33	oxidation-reduction process
ArcA_LldR	GO:0019516	4	3	1	0.33	lactate oxidation
ArcA_LldR	GO:0044238	3	3	1	0.33	primary metabolic process
ArcA_LldR	GO:0050896	2	3	2	0.67	response to stimulus
ArcA_LldR	GO:0006950	3	3	2	0.67	response to stress
ArcA_LldR	GO:0033554	4	3	2	0.67	cellular response to stress
ArcA_LldR	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
ArcA_NarL	GO:0008152	2	8	8	1.00	metabolic process
ArcA_NarL	GO:0055114	3	8	4	0.50	oxidation-reduction process
ArcA_NarL	GO:0015944	4	8	1	0.12	formate oxidation
ArcA_NarL	GO:0044238	3	8	4	0.50	primary metabolic process
ArcA_NarL	GO:0019538	4	8	4	0.50	protein metabolic process
ArcA_NarL	GO:0051604	5	8	4	0.50	protein maturation
ArcA_NarL	GO:0016485	6	8	1	0.12	protein processing
ArcA_NarL	GO:0006508	5	8	1	0.12	proteolysis
ArcA_NtrC_PhoP_RutR	GO:0008152	2	7	4	0.57	metabolic process
ArcA_NtrC_PhoP_RutR	GO:0055114	3	7	4	0.57	oxidation-reduction process
ArcA_NtrC_PhoP_RutR	GO:0019740	2	7	6	0.86	nitrogen utilization
ArcA_NtrC_PhoP_RutR	GO:0050896	2	7	1	0.14	response to stimulus
ArcA_NtrC_PhoP_RutR	GO:0006950	3	7	1	0.14	response to stress
ArcA_NtrC_PhoP_RutR	GO:0033554	4	7	1	0.14	cellular response to stress
ArcA_NtrC_PhoP_RutR	GO:0006974	5	7	1	0.14	cellular response to DNA damage stimulus
ArgP	GO:0008152	2	3	3	1.00	metabolic process
ArgP	GO:0044237	3	3	1	0.33	cellular metabolic process
ArgP	GO:0006793	4	3	1	0.33	phosphorus metabolic process
ArgP	GO:0006796	5	3	1	0.33	phosphate-containing compound metabolic process
ArgP	GO:0016310	6	3	1	0.33	phosphorylation
ArgP	GO:0055114	3	3	1	0.33	oxidation-reduction process
ArgP	GO:0044238	3	3	3	1.00	primary metabolic process
ArgP	GO:0006520	4	3	3	1.00	cellular amino acid metabolic process
ArgP	GO:0008652	5	3	3	1.00	cellular amino acid biosynthetic process
ArgP	GO:0019877	6	3	2	0.67	diaminopimelate biosynthetic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0008152	2	3	3	1.00	metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0071704	3	3	2	0.67	organic substance metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:1901135	4	3	2	0.67	carbohydrate derivative metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:1901137	5	3	2	0.67	carbohydrate derivative biosynthetic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0009263	6	3	2	0.67	deoxyribonucleotide biosynthetic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0044237	3	3	3	1.00	cellular metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0006793	4	3	2	0.67	phosphorus metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0006796	5	3	2	0.67	phosphate-containing compound metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0006753	6	3	2	0.67	nucleoside phosphate metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0009117	7	3	2	0.67	nucleotide metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0009165	8	3	2	0.67	nucleotide biosynthetic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0006725	4	3	2	0.67	cellular aromatic compound metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0006139	4	3	2	0.67	nucleobase-containing compound metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0055086	5	3	2	0.67	nucleobase-containing small molecule metabolic process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0015949	6	3	2	0.67	nucleobase-containing small molecule interconversion
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0006091	4	3	1	0.33	generation of precursor metabolites and energy
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0022900	4	3	1	0.33	electron transport chain
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0055114	3	3	3	1.00	oxidation-reduction process
ArgP_CRP_DnaA_Fis_H-NS_NrdR	GO:0044238	3	3	2	0.67	primary metabolic process
ArgP_DnaA	GO:0050896	2	3	2	0.67	response to stimulus
ArgP_DnaA	GO:0006950	3	3	2	0.67	response to stress
ArgP_DnaA	GO:0033554	4	3	2	0.67	cellular response to stress
ArgP_DnaA	GO:0006974	5	3	2	0.67	cellular response to DNA damage stimulus
ArgP_DnaA	GO:0009432	6	3	1	0.33	SOS response
ArgP_DnaA	GO:0006281	6	3	1	0.33	DNA repair
ArgP_DnaA	GO:0006302	7	3	1	0.33	double-strand break repair
ArgR	GO:0008152	2	14	8	0.57	metabolic process
ArgR	GO:0044237	3	14	1	0.07	cellular metabolic process
ArgR	GO:0006793	4	14	1	0.07	phosphorus metabolic process
ArgR	GO:0006796	5	14	1	0.07	phosphate-containing compound metabolic process
ArgR	GO:0016310	6	14	1	0.07	phosphorylation
ArgR	GO:0055114	3	14	1	0.07	oxidation-reduction process
ArgR	GO:0044238	3	14	8	0.57	primary metabolic process
ArgR	GO:0006520	4	14	8	0.57	cellular amino acid metabolic process
ArgR	GO:1901605	5	14	4	0.29	alpha-amino acid metabolic process
ArgR	GO:0006591	6	14	4	0.29	ornithine metabolic process
ArgR	GO:0042450	7	14	4	0.29	arginine biosynthetic process via ornithine
ArgR	GO:0008652	5	14	8	0.57	cellular amino acid biosynthetic process
ArgR	GO:0019538	4	14	1	0.07	protein metabolic process
ArgR	GO:0006508	5	14	1	0.07	proteolysis
ArgR	GO:0050896	2	14	2	0.14	response to stimulus
ArgR	GO:0006950	3	14	2	0.14	response to stress
ArgR	GO:0033554	4	14	2	0.14	cellular response to stress
ArgR	GO:0006974	5	14	2	0.14	cellular response to DNA damage stimulus
ArgR_CRP_Fis	GO:0008152	2	7	1	0.14	metabolic process
ArgR_CRP_Fis	GO:0044237	3	7	1	0.14	cellular metabolic process
ArgR_CRP_Fis	GO:0006413	4	7	1	0.14	translational initiation
ArgR_CRP_Fis	GO:0050896	2	7	2	0.29	response to stimulus
ArgR_CRP_Fis	GO:0006950	3	7	2	0.29	response to stress
ArgR_CRP_Fis	GO:0033554	4	7	1	0.14	cellular response to stress
ArgR_CRP_Fis	GO:0006974	5	7	1	0.14	cellular response to DNA damage stimulus
ArgR_CRP_Fis	GO:0009408	4	7	1	0.14	response to heat
ArgR_CRP_Fis	GO:0009409	4	7	1	0.14	response to cold
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0008152	2	2	2	1.00	metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0044237	3	2	2	1.00	cellular metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006793	4	2	2	1.00	phosphorus metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006796	5	2	2	1.00	phosphate-containing compound metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006753	6	2	2	1.00	nucleoside phosphate metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0009117	7	2	2	1.00	nucleotide metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006220	8	2	2	1.00	pyrimidine nucleotide metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006221	9	2	2	1.00	pyrimidine nucleotide biosynthetic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0009220	10	2	2	1.00	pyrimidine ribonucleotide biosynthetic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006222	11	2	2	1.00	UMP biosynthetic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0044205	12	2	2	1.00	'de novo' UMP biosynthetic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0009165	8	2	2	1.00	nucleotide biosynthetic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006725	4	2	2	1.00	cellular aromatic compound metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006139	4	2	2	1.00	nucleobase-containing compound metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0055086	5	2	2	1.00	nucleobase-containing small molecule metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0044238	3	2	2	1.00	primary metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006520	4	2	2	1.00	cellular amino acid metabolic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0008652	5	2	2	1.00	cellular amino acid biosynthetic process
ArgR_Fis_IHF_PepA_PurR_RutR	GO:0006807	3	2	2	1.00	nitrogen compound metabolic process
ArgR_NtrC	GO:0008152	2	5	2	0.40	metabolic process
ArgR_NtrC	GO:0055114	3	5	1	0.20	oxidation-reduction process
ArgR_NtrC	GO:0044238	3	5	1	0.20	primary metabolic process
ArgR_NtrC	GO:0006520	4	5	1	0.20	cellular amino acid metabolic process
ArgR_NtrC	GO:1901605	5	5	1	0.20	alpha-amino acid metabolic process
ArgR_NtrC	GO:0006591	6	5	1	0.20	ornithine metabolic process
ArgR_NtrC	GO:0006593	7	5	1	0.20	ornithine catabolic process
ArgR_NtrC	GO:0042450	7	5	1	0.20	arginine biosynthetic process via ornithine
ArsR	GO:0008152	2	3	1	0.33	metabolic process
ArsR	GO:0055114	3	3	1	0.33	oxidation-reduction process
ArsR	GO:0050896	2	3	1	0.33	response to stimulus
ArsR	GO:0006950	3	3	1	0.33	response to stress
ArsR	GO:0033554	4	3	1	0.33	cellular response to stress
ArsR	GO:0006974	5	3	1	0.33	cellular response to DNA damage stimulus
AscG_CRP	GO:0008152	2	3	2	0.67	metabolic process
AscG_CRP	GO:0071704	3	3	1	0.33	organic substance metabolic process
AscG_CRP	GO:0005975	4	3	1	0.33	carbohydrate metabolic process
AscG_CRP	GO:0016052	5	3	1	0.33	carbohydrate catabolic process
AscG_CRP	GO:0044237	3	3	1	0.33	cellular metabolic process
AscG_CRP	GO:0006793	4	3	1	0.33	phosphorus metabolic process
AscG_CRP	GO:0006796	5	3	1	0.33	phosphate-containing compound metabolic process
AscG_CRP	GO:0016310	6	3	1	0.33	phosphorylation
AscG_CRP	GO:0044238	3	3	1	0.33	primary metabolic process
AscG_CRP	GO:0050896	2	3	1	0.33	response to stimulus
AscG_CRP	GO:0006950	3	3	1	0.33	response to stress
AscG_CRP	GO:0009409	4	3	1	0.33	response to cold
AtoC_IHF	GO:0008152	2	3	3	1.00	metabolic process
AtoC_IHF	GO:0071704	3	3	3	1.00	organic substance metabolic process
AtoC_IHF	GO:0006629	4	3	3	1.00	lipid metabolic process
AtoC_IHF	GO:0044255	4	3	3	1.00	cellular lipid metabolic process
AtoC_IHF	GO:0006631	5	3	3	1.00	fatty acid metabolic process
AtoC_IHF	GO:0009062	6	3	1	0.33	fatty acid catabolic process
AtoC_IHF	GO:0006635	7	3	1	0.33	fatty acid beta-oxidation
AtoC_IHF	GO:0046459	6	3	2	0.67	short-chain fatty acid metabolic process
AtoC_IHF	GO:0019395	6	3	1	0.33	fatty acid oxidation
AtoC_IHF	GO:0044237	3	3	3	1.00	cellular metabolic process
AtoC_IHF	GO:0044238	3	3	3	1.00	primary metabolic process
BCCP_FadR	GO:0008152	2	2	2	1.00	metabolic process
BCCP_FadR	GO:0071704	3	2	2	1.00	organic substance metabolic process
BCCP_FadR	GO:0006629	4	2	2	1.00	lipid metabolic process
BCCP_FadR	GO:0044255	4	2	2	1.00	cellular lipid metabolic process
BCCP_FadR	GO:0006631	5	2	2	1.00	fatty acid metabolic process
BCCP_FadR	GO:0006633	6	2	2	1.00	fatty acid biosynthetic process
BCCP_FadR	GO:0008610	5	2	2	1.00	lipid biosynthetic process
BCCP_FadR	GO:0044237	3	2	2	1.00	cellular metabolic process
BCCP_FadR	GO:0044238	3	2	2	1.00	primary metabolic process
BaeR_CpxR	GO:0008152	2	7	1	0.14	metabolic process
BaeR_CpxR	GO:0044237	3	7	1	0.14	cellular metabolic process
BaeR_CpxR	GO:0006793	4	7	1	0.14	phosphorus metabolic process
BaeR_CpxR	GO:0006796	5	7	1	0.14	phosphate-containing compound metabolic process
BaeR_CpxR	GO:0016310	6	7	1	0.14	phosphorylation
BaeR_CpxR	GO:0006468	7	7	1	0.14	protein phosphorylation
BaeR_CpxR	GO:0018106	8	7	1	0.14	peptidyl-histidine phosphorylation
BaeR_CpxR	GO:0046777	8	7	1	0.14	protein autophosphorylation
BaeR_CpxR	GO:0023014	8	7	1	0.14	signal transduction by protein phosphorylation
BasR_CRP_CpxR_Cra_CsgD_FliZ_H-NS_IHF_MlrA_MqsA_OmpR_RcdA_RcsAB_RstA	GO:0022610	2	4	3	0.75	biological adhesion
BasR_QseB	GO:0008152	2	2	1	0.50	metabolic process
BasR_QseB	GO:0044237	3	2	1	0.50	cellular metabolic process
BasR_QseB	GO:0006793	4	2	1	0.50	phosphorus metabolic process
BasR_QseB	GO:0006796	5	2	1	0.50	phosphate-containing compound metabolic process
BasR_QseB	GO:0016310	6	2	1	0.50	phosphorylation
BasR_QseB	GO:0006468	7	2	1	0.50	protein phosphorylation
BasR_QseB	GO:0018106	8	2	1	0.50	peptidyl-histidine phosphorylation
BasR_QseB	GO:0023014	8	2	1	0.50	signal transduction by protein phosphorylation
BirA	GO:0008152	2	5	5	1.00	metabolic process
BirA	GO:0009058	3	5	5	1.00	biosynthetic process
BirA	GO:0044249	4	5	5	1.00	cellular biosynthetic process
BirA	GO:0051188	5	5	5	1.00	cofactor biosynthetic process
BirA	GO:0009108	6	5	5	1.00	coenzyme biosynthetic process
BirA	GO:0009102	6	5	5	1.00	biotin biosynthetic process
BirA	GO:0032259	3	5	1	0.20	methylation
BirA	GO:0044237	3	5	5	1.00	cellular metabolic process
BirA	GO:0006790	4	5	5	1.00	sulfur compound metabolic process
BirA	GO:0006768	5	5	5	1.00	biotin metabolic process
BluR	GO:0050896	2	4	1	0.25	response to stimulus
BluR	GO:0006950	3	4	1	0.25	response to stress
BluR	GO:0006979	4	4	1	0.25	response to oxidative stress
BluR	GO:0000302	5	4	1	0.25	response to reactive oxygen species
BluR	GO:0042542	6	4	1	0.25	response to hydrogen peroxide
BolA	GO:0008152	2	5	2	0.40	metabolic process
BolA	GO:0044237	3	5	1	0.20	cellular metabolic process
BolA	GO:0044248	4	5	1	0.20	cellular catabolic process
BolA	GO:0017001	5	5	1	0.20	antibiotic catabolic process
BolA	GO:0009056	3	5	1	0.20	catabolic process
BolA	GO:0044238	3	5	1	0.20	primary metabolic process
BolA	GO:0019538	4	5	1	0.20	protein metabolic process
BolA	GO:0006508	5	5	1	0.20	proteolysis
CRP	GO:0008152	2	54	20	0.37	metabolic process
CRP	GO:0071704	3	54	3	0.06	organic substance metabolic process
CRP	GO:1901135	4	54	2	0.04	carbohydrate derivative metabolic process
CRP	GO:0046377	5	54	1	0.02	colanic acid metabolic process
CRP	GO:0009242	6	54	1	0.02	colanic acid biosynthetic process
CRP	GO:1901137	5	54	2	0.04	carbohydrate derivative biosynthetic process
CRP	GO:0009226	6	54	1	0.02	nucleotide-sugar biosynthetic process
CRP	GO:0009298	7	54	1	0.02	GDP-mannose biosynthetic process
CRP	GO:0046167	6	54	1	0.02	glycerol-3-phosphate biosynthetic process
CRP	GO:0009225	5	54	1	0.02	nucleotide-sugar metabolic process
CRP	GO:0019673	6	54	1	0.02	GDP-mannose metabolic process
CRP	GO:0005975	4	54	3	0.06	carbohydrate metabolic process
CRP	GO:0005996	5	54	2	0.04	monosaccharide metabolic process
CRP	GO:0019318	6	54	2	0.04	hexose metabolic process
CRP	GO:0006013	7	54	1	0.02	mannose metabolic process
CRP	GO:0019309	8	54	1	0.02	mannose catabolic process
CRP	GO:0006006	7	54	1	0.02	glucose metabolic process
CRP	GO:0006007	8	54	1	0.02	glucose catabolic process
CRP	GO:0006629	4	54	1	0.02	lipid metabolic process
CRP	GO:0044255	4	54	1	0.02	cellular lipid metabolic process
CRP	GO:0006644	5	54	1	0.02	phospholipid metabolic process
CRP	GO:0006650	6	54	1	0.02	glycerophospholipid metabolic process
CRP	GO:0046474	6	54	1	0.02	glycerophospholipid biosynthetic process
CRP	GO:0008654	5	54	1	0.02	phospholipid biosynthetic process
CRP	GO:0008610	5	54	1	0.02	lipid biosynthetic process
CRP	GO:0009058	3	54	2	0.04	biosynthetic process
CRP	GO:0044249	4	54	2	0.04	cellular biosynthetic process
CRP	GO:0051188	5	54	1	0.02	cofactor biosynthetic process
CRP	GO:0009108	6	54	1	0.02	coenzyme biosynthetic process
CRP	GO:0019363	7	54	1	0.02	pyridine nucleotide biosynthetic process
CRP	GO:0032259	3	54	1	0.02	methylation
CRP	GO:0044237	3	54	9	0.17	cellular metabolic process
CRP	GO:0044248	4	54	1	0.02	cellular catabolic process
