go_id	branch	name	genes	childrend	parent	color
GO:0005515	F	protein binding	recX,grxD,viaA,araC,iraD,hscB,kduI,hipA,fliA,ccmD,rbbA,seqA,preT,mreB,glpR,degS,hyaA,umuD,lptC,aspA,yqgF,sdhA,ygfX,yfgM,recC,yggR,nuoG,waaC,nusA,frlD,slmA,ruvC,def,ada,csdA,clpA,rpoB,yqjD,ybdM,frsA,blr,pinR,mog,yjjW,holA,mtgA,hypC,hybO,tsaB,rplW,entA,ydcP,folA,ispA,ung,vsr,kdsB,relE,pheS,yeeA,kdpE,yhjB,ompF,sbcC,ypjF,entH,dpiA,yebV,ahpC,rsgA,aroH,mqsR,eutN,ynbD,rpsK,acnB,mtfA,hchA,bamA,yfaX,lptE,tar,rplO,kdgR,yeiW,hscC,hupA,hns,hcxA,skp,rnlA,trxB,ybdL,trg,rho,menB,cyaA,nrdD,crr,yfdR,mazG,fldA,dnaB,selA,accC,fhuB,brnQ,cheW,rapZ,melA,hflD,tolC,eutQ,malE,mreD,torA,paaX,glnL,sapF,hypA,gspE,tpiA,fau,rstA,nusB,matP,rplN,pntB,astE,dosP,ybgD,torI,rpe,mutL,bamD,mglB,atpD,rpoC,preA,minD,flgN,ftsA,ybhK,rpoH,glmS,nuoK,helD,abgA,ybeZ,gltD,rlmL,tfaE,sucD,bglJ,hybE,mltA,fhlA,osmE,secD,ymgF,acrB,kdpD,rluD,ycfP,zapD,paaC,yeeW,lolE,tcdA,lptD,hupB,nrdI,metI,ftsK,fdhE,dgcM,ynbC,frr,secY,mukF,yaiI,rpmB,clpS,bioB,yehT,macB,dnaA,sbcD,gloA,yfcD,galE,dcm,ygdG,rne,acpP,ynfF,gss,mobA,ydaW,nfsA,leuD,yafQ,yidC,thrS,tsaE,sufS,sucA,pta,moeA,xerC,clpP,accB,allR,holC,rpsB,narW,yahB,lpxB,cyoB,dnaG,yhbQ,fbaA,ypdF,ccmH,dnaT,cnu,envZ,rfbC,cobB,phoU,ydhK,nlpI,yejG,zipA,ompC,ftsW,glnG,argG,minC,sufE,secA,iscS,rpsJ,era,lipA,rplV,ppsR,glpK,cusB,casE,aes,aceE,hycG,mlrA,patZ,rpoD,mltB,abgB,fepA,ybeY,fbaB,gltB,hemA,ompW,fhuD,yhaV,melB,nrdF,obgE,ydcY,tig,aceF,murQ,lpoA,lacY,malX,yrfF,purA,recT,atpA,cho,uvrB,deaD,nfuA,fdnG,umuC,ptsG,panZ,hslR,hscA,napF,gyrA,ychF,proV,hypF,bfr,pspA,syd,cbtA,ycdX,ybeD,surA,tolA,iraM,rraA,ilvN,cas2,rimM,ppiC,degP,rpsE,yafJ,ruvB,pgaC,frdB,slyD,ftsI,recF,iscA,crl,sspA,yciB,fliT,tolQ,ttdA,mhpE,cytR,abpB,yfaU,pflB,hda,hslU,ftsX,rhlB,malG,tolB,gltA,hfq,sixA,dpiB,dinG,frdA,grpE,relB,evgA,ftsB,rpoE,htpG,damX,narJ,prmA,sdhE,dacB,rfaD,hha,nuoE,glyS,adk,rnk,ibpB,sfsA,exbB,sdhB,metN,ugd,gyrB,slt,moaE,ssb,mazF,hyaB,secB,tsf,rsuA,fixA,yacL,flxA,gstB,phnI,sdaA,rpsD,mnmE,nikR,mdtO,dgcN,tufB,cas1,chbB,pldB,rcsB,paoA,sufD,bipA,dinJ,yheS,dhaL,rluB,ybhF,cbpA,yhfG,hflK,purT,sucC,ssuE,torD,lysA,sulA,rpsL,mepS,btuD,raiA,sbcB,cysD,rpsG,ldcC,dmsA,rpoZ,casC,holE,lpoB,rnb,abpA,cydA,mgrB,sspB,rof,fixX,fkpB,rraB,accD,hslV,paaG,tolR,ptsH,ydhR,rnlB,caiC,narH,rbsA,recN,ccmA,parC,metG,phoA,flgK,gspH,ompA,ftsN,secG,ybfE,priB,carA,acrZ,mngA,gatY,malF,paoB,atpC,hycE,ycgR,tusA,rplD,galS,mreC,zapC,uvrD,ppk,mobB,thiG,proX,csdE,bamC,ftsH,bglG,rnhA,nth,ccmF,paoD,pdeR,recB,ravA,ptsN,scpA,rseA,gadA,mntR,rpsR,aroB,iscU,pyrF,panC,rpmF,fliG,torS,lrp,rpsF,zapE,narZ,rimP,nuoC,ilvB,phnJ,arcA,cspG,crfC,ndk,mlaA,mutH,roxA,pyrB,napD,ubiF,mrcA,tufA,pstB,hemL,yoaA,minE,lamB,atoA,dnaE,ynfE,rnr,rsd,ccmB,moeB,mhpF,fliD,pyrI,sufC,glnD,topAI,hprS,chbA,cadC,mqsA,macA,mlaF,mocA,cydB,malY,murC,cadA,dosC,trxA,paaF,rutR,holB,yegS,tnaA,rplC,casA,priA,mzrA,ppa,yccS,thiH,carB,dctA,ftsE,yhfK,fic,glyA,mukB,ubiG,proW,lpd,fimC,rsfS,pbpC,pepT,yihI,miaB,nusG,pal,fdoG,leuC,tpx,srmB,narG,rseB,rhsC,uspG,fdhF,kdpC,lpp,xseB,lptA,ybcN,mdtB,mutT,ybjN,rihA,rapA,rssB,insO-1,dsbB,intA,ftsL,zapB,yoeB,rplB,fliF,cpoB,guaC,ispB,intQ,moaD,ptsI,rlmN,galR,rfaH,metE,mfd,glyQ,narY,acrR,ibpA,manA,ftsQ,dinB,rep,citC,acrA,hypD,hyaD,bamE,fkpA,tsaD,rbsC,dhaK,ccmC,fimH,pheT,tatB,mnmG,bfd,eno,pepP,ybaY,malK,yajQ,exbD,queC,mltG,cheZ,entB,rodZ,malT,infB,hisB,dnaQ,dnaK,proQ,diaA,pnp,pflA,yciU,mlc,pspC,dmsB,hcaD,pgaD,sufB,fetA,nemR,cbpM,purR,ygcP,cbeA,dnaN,bolA,rcsF,cheA,pntA,metK,kdpB,xseA,fliM,dps,ccmE,mdtC,dmsD,dcuS,aqpZ,ulaR,dicB,sucB,fis,napA,rpmA,aaeB,mrcB,hslO,sufA,cpxA,fdx,fdhD,yjhQ,rbsR,fabF,dnaX,crp,secE,rbsB,stpA,glnB,gsk,flgM,iraP,infA,zapA,atpG,fixB,accA,yejK,clpB,rplA,dgcJ,insX,tatA,lon,ycdY,sxy,hyfG,groL,bamB,ycbX,btuC,dsbA,cedA,eco,argK,marR,mukE,paoC,cheY,hybG,uvrA,yeeD,cysK,cysJ,hypB,pykA,tatC,cpxR,asnC,aidB,recA,ldtA,dnaJ,tonB,dnaC,ispG,rpoA,cysN,torC,ftsZ,glcC,hipB,lipB,ybgC,groS,ybiT,ppiB,recQ,plsB,phnG,rzpR,glnK,iscX,cyaY,osmY,holD,ssuD,ribA,hypE,infC,yhbU,priC,spoT,fliN,rplK,	GO:0045295,GO:0046977,GO:0034711,GO:0019838,GO:0017147,GO:0001846,GO:0005521,GO:0098769,GO:0044183,GO:0032182,GO:0030332,GO:0030276,GO:0042802,GO:0008092,GO:0043532,GO:0005483,GO:0031369,GO:0071253,GO:0030984,GO:0034189,GO:0042393,GO:0005484,GO:0140030,GO:0001968,GO:0051087,GO:0089719,GO:0043394,GO:0097108,GO:0043559,GO:1990430,GO:0030492,GO:1990405,GO:0043221,GO:1990763,GO:0098632,GO:0045294,GO:0005516,GO:0043548,GO:0019955,GO:0097677,GO:0030881,GO:0097678,GO:0098770,GO:0001098,GO:0070678,GO:0051082,GO:0031720,GO:0010313,GO:0042988,GO:0005040,GO:0046332,GO:0039706,GO:0008134,GO:0008013,GO:0000149,GO:0051018,GO:0047485,GO:0034185,GO:0002162,GO:0005102,GO:0043621,GO:0046983,GO:0097655,GO:0097110,GO:0045503,GO:0048306,GO:0097602,GO:0031249,GO:0070866,GO:0046980,GO:0032794,GO:0061676,GO:0051959,GO:0045569,GO:0140081,GO:0089710,GO:0032947,GO:0070097,GO:0031682,GO:0055100,GO:0002046,GO:0044548,GO:0008022,GO:0031681,GO:0032767,GO:0045504,GO:0031423,GO:0044730,GO:0030674,GO:0031072,GO:0030742,GO:0043008,GO:0051021,GO:0071889,GO:0051787,GO:0038100,GO:0061770,GO:0008267,GO:0070064,GO:0051219,GO:0001918,GO:0043495,GO:0050839,GO:0045505,GO:0002039,GO:0043236,GO:1902496,GO:0001848,GO:0044325,GO:0005522,GO:1990935,GO:0045152,GO:0019904,GO:0001965,GO:0043560,GO:0097351,GO:0019899,GO:0097371,GO:0061675,	GO:0005488,	lightblue
GO:0016421	NA	NA	NA	NA	NA	gray
GO:0016879	F	ligase activity, forming carbon-nitrogen bonds	ybdK,rimK,gshB,pncB,	GO:0102085,GO:0102057,GO:0102052,GO:0047943,GO:0004055,GO:0003921,GO:0018271,GO:0032267,GO:0047483,GO:0102665,GO:0016882,GO:0102058,GO:0004637,GO:0102664,GO:0034028,GO:0102950,GO:0072590,GO:0004847,GO:0047897,GO:0102088,GO:0061483,GO:0004019,GO:0102051,GO:0072591,GO:0004087,GO:0016881,GO:0016884,GO:0102048,GO:0004075,GO:0016880,GO:0102049,GO:0102951,GO:0016979,GO:0050260,GO:0102053,GO:0003883,GO:0102086,GO:0004516,GO:0102050,GO:0102087,GO:0004329,GO:0102047,	GO:0016874,	lightblue
GO:0051055	NA	NA	NA	NA	NA	gray
GO:0042304	P	regulation of fatty acid biosynthetic process	glnB,	GO:1902322,GO:2001279,GO:1900494,GO:0100070,GO:1900500,GO:0045723,GO:0045717,GO:0080141,GO:2000531,	GO:0019217,GO:0031326,GO:0046890,	lightgreen
GO:0045922	NA	NA	NA	NA	NA	gray
GO:0031327	NA	NA	NA	NA	NA	gray
GO:0003676	F	nucleic acid binding	cas3,casB,lysS,hrpA,rnhA,nusA,rapA,eutK,intE,lysU,cas1,dam,recG,	GO:0003723,GO:0003677,GO:0001067,GO:0097617,GO:0000496,GO:0090079,GO:0071667,	GO:1901363,GO:0097159,	lightblue
GO:0003723	F	RNA binding	smpB,rpmC,cspC,rpsT,rnc,rapZ,hfq,rpsQ,thrS,era,rplD,rplS,rplP,rplC,casE,cspB,casA,rsgA,rpmA,rpmG,casD,cspE,rplX,rplO,ybcJ,rimM,rpsL,bglG,rplI,raiA,hns,trmH,rpsA,rplT,rpmE,stpA,hicA,rho,casC,cspD,rplR,rplY,higB,rmf,rpsR,ybiB,pcnB,rplA,rplF,cspA,	GO:0034336,GO:0070883,GO:0042835,GO:0035613,GO:0017091,GO:0000339,GO:0003725,GO:0002151,GO:0061980,GO:1990247,GO:1904678,GO:0070034,GO:0019843,GO:0008312,GO:0003727,GO:0030515,GO:0061752,GO:0034584,GO:0003729,GO:0008135,GO:0070878,GO:0000049,GO:0000498,GO:0001069,GO:0033204,GO:1990605,GO:0036002,GO:0071208,GO:0034583,GO:0017069,	GO:0003676,	lightblue
GO:0046914	F	transition metal ion binding	yjiA,cusB,recQ,nikA,cusF,	GO:0045340,GO:0046870,GO:0005506,GO:0030151,GO:0051212,GO:0050897,GO:0005507,GO:0008270,GO:0016151,GO:0030145,	GO:0046872,	lightblue
GO:0034249	NA	NA	NA	NA	NA	gray
GO:2000113	NA	NA	NA	NA	NA	gray
GO:0010629	P	negative regulation of gene expression	phoU,lipB,	GO:2000233,GO:1903704,GO:1903318,GO:0050686,GO:0045871,GO:0017148,GO:1902797,GO:0039657,GO:1903799,GO:0045892,GO:0016458,GO:0006402,GO:0036208,GO:0033119,GO:0045814,GO:2000236,	GO:0010468,GO:0010605,	lightgreen
GO:0032269	NA	NA	NA	NA	NA	gray
GO:0006417	P	regulation of translation	acnB,uof,secM,thrS,hns,	GO:0099547,GO:0045974,GO:0006448,GO:2000765,GO:0045727,GO:0043143,GO:0044073,GO:0046011,GO:0006449,GO:1905616,GO:1904803,GO:0097167,GO:0017148,GO:0043555,GO:0060815,GO:0009386,GO:0072344,GO:0070129,GO:0006446,GO:0006451,	GO:0032268,GO:0010608,GO:2000112,GO:0034248,	lightgreen
GO:0016833	NA	NA	NA	NA	NA	gray
GO:0046487	P	glyoxylate metabolic process	hyi,ygbM,	GO:0006097,GO:0009436,	GO:0032787,GO:0006081,	lightgreen
GO:0044262	P	cellular carbohydrate metabolic process	sgcE,alsE,rpe,	GO:0019400,GO:0006097,GO:0051478,GO:0044275,GO:0006020,GO:0051691,GO:0046838,GO:0046835,GO:0005984,GO:0019520,GO:0034637,GO:0019389,GO:0044264,	GO:0005975,GO:0044237,	lightgreen
GO:0043167	NA	NA	NA	NA	NA	gray
GO:0046912	NA	NA	NA	NA	NA	gray
GO:0016903	F	oxidoreductase activity, acting on the aldehyde or oxo group of donors	paoB,paoC,paoA,	GO:0016623,GO:0018493,GO:0047113,GO:0016625,GO:0051269,GO:0018469,GO:0052738,GO:0016620,GO:0018470,GO:0047770,GO:0047895,GO:0016622,GO:0033727,GO:0034852,GO:0018492,GO:0043795,GO:0004738,GO:0033737,GO:0034864,GO:0043794,GO:0051268,GO:0016624,	GO:0016491,	lightblue
GO:0016418	NA	NA	NA	NA	NA	gray
GO:0030523	NA	NA	NA	NA	NA	gray
GO:0006085	NA	NA	NA	NA	NA	gray
GO:0006090	P	pyruvate metabolic process	lpd,aceF,poxB,maeA,	GO:0061678,GO:0019660,GO:0019450,GO:0009444,GO:0046327,GO:0019288,GO:0019244,GO:0019272,GO:0019617,GO:0042866,GO:0061718,GO:0006086,GO:0042867,	GO:0032787,	lightgreen
GO:0035383	NA	NA	NA	NA	NA	gray
GO:0006732	NA	NA	NA	NA	NA	gray
GO:0006793	P	phosphorus metabolic process	gppA,ppx,gpp,	GO:0071344,GO:0006047,GO:0033356,GO:0046398,GO:0033467,GO:0018920,GO:2001313,GO:0046368,GO:0006797,GO:0006637,GO:0006796,GO:0046382,GO:0006011,GO:0033351,GO:0046381,GO:0033479,GO:0019636,GO:0019276,GO:0046433,GO:0097170,GO:0019297,GO:0019637,GO:0033478,GO:0052573,GO:1900869,GO:0033471,GO:1901764,GO:0033319,	GO:0044237,	lightgreen
GO:0016747	F	transferase activity, transferring acyl groups other than amino-acyl groups	yiiD,elaA,lpxM,rimI,lsrF,yieL,yhbS,mnaT,pldB,yjhQ,	GO:0043875,GO:0102103,GO:0050182,GO:0033817,GO:0033809,GO:0047183,GO:0090430,GO:0033819,GO:0102419,GO:0008951,GO:0043754,GO:0004312,GO:0102775,GO:0102104,GO:0016420,GO:0102812,GO:0102585,GO:0050350,GO:0102592,GO:0050734,GO:0016752,GO:0047176,GO:0102583,GO:0102971,GO:0034328,GO:0034851,GO:0034327,GO:0102338,GO:0102581,GO:0102720,GO:0102287,GO:0047879,GO:0102800,GO:0047168,GO:0102332,GO:0102165,GO:0047177,GO:0008710,GO:0102409,GO:0102247,GO:0102922,GO:0016415,GO:0033810,GO:0102594,GO:0061711,GO:0047963,GO:0035447,GO:0047181,GO:0016210,GO:0018713,GO:0102407,GO:0008374,GO:1990698,GO:0102331,GO:0047962,GO:0050199,GO:0103095,GO:0043811,GO:0102788,GO:0016407,GO:0102735,GO:0016410,GO:0102801,GO:0050642,GO:0050111,GO:0033808,GO:0033812,GO:0047178,GO:0043764,GO:0102815,GO:0071617,GO:0050200,GO:0016417,GO:0047203,GO:0043720,GO:0102649,GO:0034915,GO:0102756,GO:0034945,GO:0050266,GO:0102589,GO:0016409,GO:0050636,GO:0046919,GO:0102093,GO:0043806,GO:0047634,GO:0050366,GO:0103118,GO:0033818,GO:0102275,GO:0050634,GO:0102286,GO:0102279,GO:0102337,GO:0102248,GO:0102817,GO:0102660,GO:0047189,GO:0033815,GO:0061607,GO:0016748,GO:0102595,GO:0102333,GO:0047182,GO:0018711,GO:0102989,GO:0102452,GO:0102336,GO:0034848,GO:0019107,GO:0102106,GO:0102080,GO:0017118,GO:0034326,GO:0102128,GO:0102408,GO:0102966,GO:0008913,GO:0102588,GO:0102330,GO:0103045,GO:0102586,GO:0102105,GO:0102301,GO:0043772,GO:0018712,GO:0102406,GO:0102774,GO:0102591,GO:0102453,GO:0102923,GO:0102920,GO:0047201,GO:0033807,GO:0090439,GO:0102787,GO:0050641,GO:0050632,GO:0102777,GO:0050156,GO:0050637,GO:0102973,GO:0102806,GO:0050198,GO:0102295,GO:0043884,GO:0034919,GO:0102737,GO:0033811,GO:0050635,GO:0102814,GO:0047947,GO:0050348,GO:0016408,GO:0047672,GO:0102387,GO:0102420,	GO:0016746,	lightblue
GO:1901363	NA	NA	NA	NA	NA	gray
GO:0097159	NA	NA	NA	NA	NA	gray
GO:0005504	F	fatty acid binding	fadD,hmp,	GO:0036041,GO:1901707,GO:1904767,GO:1904593,GO:0031405,	GO:0008289,GO:0033293,	lightblue
GO:1901681	NA	NA	NA	NA	NA	gray
GO:0050662	F	coenzyme binding	yeeZ,rfbB,	GO:0050660,GO:1904047,GO:0051287,GO:0009374,GO:0000062,GO:0031418,GO:0050661,GO:0070967,GO:0043546,GO:1905502,GO:0010181,GO:0034617,GO:0030170,GO:0030976,GO:0031405,	GO:0048037,	lightblue
GO:1990204	C	oxidoreductase complex	torC,	GO:0061841,GO:0031026,GO:0005960,GO:1990201,GO:0009654,GO:1990202,GO:0045281,GO:0005747,GO:0009321,GO:0045251,GO:0045240,GO:0009324,GO:0005971,GO:0016610,GO:0009375,GO:0045242,GO:0043020,GO:0009339,GO:1990657,GO:0030700,GO:0030386,GO:0002180,GO:0045254,GO:0045275,GO:1990205,GO:0033573,GO:0071685,GO:0016222,GO:0044799,GO:0009331,GO:0045272,GO:0032921,	GO:1902494,GO:0044464,	salmon
GO:0008152	P	metabolic process	preA,yjjU,yjiA,glnE,ybhJ,pbpC,leuD,ybfF,rssA,pabA,leuC,ycgM,ybiW,acnA,preT,yagF,acnB,abgB,yjhG,udk,eda,bioH,nhoA,mhpC,menH,	GO:0042445,GO:0042440,GO:0055114,GO:0070988,GO:0044281,GO:0006807,GO:0009058,GO:0044238,GO:0044237,GO:1901902,GO:0032259,GO:1901275,GO:0071704,GO:1990845,GO:0044033,GO:0045730,GO:0032963,GO:1902421,GO:0009056,GO:0070085,GO:0019748,	GO:0008150,	lightgreen
GO:0004672	F	protein kinase activity	hprS,yeaG,	GO:0050369,GO:0050321,GO:0047323,GO:1990424,GO:0010857,GO:0004673,GO:0047696,GO:0004713,GO:0035173,GO:0019912,GO:0097472,GO:0047764,GO:0008772,GO:0004712,GO:0019199,GO:1901916,GO:0050405,GO:0047848,GO:0050359,GO:0004674,GO:0047322,GO:0050063,GO:0050254,GO:0004740,	GO:0140096,GO:0016301,GO:0016773,	lightblue
GO:0016791	F	phosphatase activity	serB,yjjG,yqaB,yigB,ybhA,cof,ybiV,yedP,ais,yigL,hxpB,yfbT,yidA,fbp,yieH,surE,otsA,ybjI,	GO:0004401,GO:0070780,GO:0004647,GO:0047383,GO:0102537,GO:0102222,GO:0034416,GO:0047765,GO:0050084,GO:0103027,GO:0102520,GO:0098519,GO:0002953,GO:0050532,GO:0019203,GO:0050189,GO:0043726,GO:0050278,GO:0097657,GO:0052731,GO:0052642,GO:0043716,GO:0050533,GO:0047630,GO:0008707,GO:0050531,GO:0047954,GO:0050286,GO:0043755,GO:0004063,GO:0043136,GO:0052732,GO:0008252,GO:0042577,GO:0052866,GO:0004721,GO:0102091,GO:0033885,GO:0050124,GO:1990224,GO:0052745,GO:0047647,GO:0047846,GO:0042392,GO:0004035,GO:0102531,GO:0019143,GO:0050301,GO:0008962,GO:0008195,GO:0034200,GO:0043874,GO:0090711,GO:0003993,GO:0050340,GO:0019178,GO:0000121,GO:0047873,GO:0047538,GO:1990738,GO:0050192,GO:0102757,GO:0047382,GO:0047572,GO:0033883,GO:0103026,GO:0098518,GO:0050530,GO:0008967,GO:0016158,	GO:0042578,	lightblue
GO:0004721	F	phosphoprotein phosphatase activity	phoR,aceK,torS,envZ,glnL,phoQ,cheZ,uhpB,narX,	GO:0008330,GO:0101006,GO:0047384,GO:0101014,GO:0050406,GO:0033549,GO:0004722,GO:0004741,GO:0050408,GO:0004725,GO:0047385,GO:0050196,GO:0050407,GO:0008138,GO:0050115,GO:0019198,GO:0098627,	GO:0140096,GO:0016791,	lightblue
GO:0032559	F	adenyl ribonucleotide binding	atpA,	GO:0043531,GO:0030552,GO:0050656,GO:0005524,GO:0016208,GO:0098546,GO:0061507,	GO:0032555,GO:0030554,	lightblue
GO:0008144	F	drug binding	mrdA,msbA,mrcB,pbpC,acrR,mrcA,rfe,thrS,	GO:2001227,GO:0070279,GO:0097247,GO:0032841,GO:0046714,GO:1904047,GO:1903794,GO:0035276,GO:0019811,GO:0050646,GO:0035274,GO:0005542,GO:0031419,GO:1902444,GO:0034617,GO:0035240,GO:0070025,GO:0051870,GO:0050809,GO:0043924,GO:0016208,GO:1902670,GO:0010013,GO:1902098,GO:0072544,GO:0002058,GO:0005527,GO:0000822,GO:0030975,GO:1904408,GO:0005524,GO:0016596,GO:0019825,GO:0035923,GO:0008061,GO:0016594,GO:0044589,GO:0035275,GO:1901149,GO:0071886,GO:1902118,GO:0097160,GO:0009374,GO:0008145,GO:0035438,GO:0042166,GO:0032500,GO:2001063,GO:0016018,GO:0008658,	GO:0005488,	lightblue
GO:0035639	NA	NA	NA	NA	NA	gray
GO:0006101	NA	NA	NA	NA	NA	gray
GO:0044238	P	primary metabolic process	carB,carA,argI,argF,ygeW,pyrB,	GO:0006099,GO:0019538,GO:0006520,GO:0005975,GO:0006139,GO:0006629,	GO:0008152,	lightgreen
GO:0006464	P	cellular protein modification process	citC,hybD,hypD,hyaD,lipB,glnD,rimL,rimI,sixA,hycI,nrdI,rimJ,	GO:0043687,GO:0018282,GO:0018143,GO:0018032,GO:0018249,GO:0001318,GO:0070084,GO:0006517,GO:0016570,GO:0018149,GO:0017006,GO:1990743,GO:0080058,GO:0018307,GO:0044601,GO:0019988,GO:0018065,GO:0008214,GO:0051725,GO:0017013,GO:0008213,GO:0006468,GO:0006477,GO:0016255,GO:0018298,GO:0043543,GO:0044524,GO:0018215,GO:0018277,GO:0046944,GO:0018158,GO:0018079,GO:0017014,GO:0018126,GO:0036525,GO:0016598,GO:0018214,GO:0006486,GO:0018411,GO:0043686,GO:0030923,GO:0070647,GO:0006470,GO:0018184,GO:0031162,GO:0018175,GO:0018180,GO:0006471,GO:0010731,GO:0018193,GO:0018342,GO:0018350,GO:0009305,GO:0035601,GO:0070930,GO:0031365,GO:0018322,GO:0032020,GO:0006497,GO:0051697,GO:0042040,GO:0030047,	GO:0044267,GO:0036211,	lightgreen
GO:0016311	P	dephosphorylation	yjjG,phoA,yqaB,yigB,cof,sixA,yfbR,otsB,hxpA,yidA,hxpB,aceK,yihX,yciV,cpdB,gph,umpG,appA,yggF,serB,cysQ,hisB,ybhA,ybiV,pgpC,gmhB,yedP,cobC,ais,pgpB,yigL,umpH,yrfG,glpX,aphA,yieH,fbp,kdsC,yfdR,bacA,otsA,surE,ushA,agp,ybjI,	GO:0046839,GO:0098501,GO:0006470,GO:0035644,GO:0046838,	GO:0006796,	lightgreen
GO:0043169	F	cation binding	aceA,amyA,	GO:0034618,GO:0070406,GO:1902485,GO:0070405,GO:0016208,GO:0070905,GO:1901691,GO:0046872,GO:0070280,GO:0016594,GO:0072545,GO:1901973,GO:0070025,GO:0070728,GO:0030976,	GO:0043167,	lightblue
GO:0043168	F	anion binding	clcA,	GO:2001227,GO:0035374,GO:0050660,GO:0046714,GO:0070402,GO:0035276,GO:0097216,GO:0070403,GO:1902444,GO:0043295,GO:0035373,GO:1901531,GO:0008201,GO:0070404,GO:0030170,GO:0030553,GO:1902249,GO:0043924,GO:0032563,GO:0002134,GO:0031406,GO:0016208,GO:0019003,GO:1902248,GO:0000062,GO:0036173,GO:1903981,GO:0070679,GO:1904492,GO:0043531,GO:0050656,GO:0032560,GO:0072570,GO:0010181,GO:0000822,GO:0043533,GO:0035639,GO:0030552,GO:0031177,GO:0030973,GO:0043199,GO:0061507,GO:0032562,GO:1904399,GO:0043395,GO:1901359,GO:0042301,GO:0019002,GO:0030976,GO:0032564,GO:1902516,GO:0043210,GO:0002135,GO:0035438,GO:0097244,GO:0005543,GO:0031404,GO:1905502,GO:0071890,GO:0070401,GO:0070095,	GO:0043167,	lightblue
GO:0006796	NA	NA	NA	NA	NA	gray
GO:0006468	P	protein phosphorylation	ppsR,npr,srkA,barA,hprS,ptsH,ptsP,yeaG,dcuS,era,	GO:0023014,GO:0007258,GO:0007252,GO:0002030,GO:0070816,GO:0018109,GO:0018217,GO:0100002,GO:0016572,GO:0018108,GO:0018106,GO:0018218,GO:0006975,GO:0007182,GO:0046777,GO:0018107,GO:0031289,GO:0018105,GO:0060389,GO:0010998,	GO:0016310,GO:0006464,	lightgreen
GO:0018209	NA	NA	NA	NA	NA	gray
GO:0065009	NA	NA	NA	NA	NA	gray
GO:0016999	NA	NA	NA	NA	NA	gray
GO:0016774	NA	NA	NA	NA	NA	gray
GO:0016301	F	kinase activity	bglF,ptsG,waaY,srkA,treB,yniA,rcsC,fruA,phoQ,murP,ascF,anmK,ptsI,pdxY,crr,nagE,mtlA,srlB,ptsH,waaP,fruB,glvB,yadI,udk,sgcB,manX,lpxK,	GO:0050394,GO:0035299,GO:0008478,GO:0047650,GO:0033857,GO:0000827,GO:0050190,GO:0004672,GO:0043749,GO:0047633,GO:0004496,GO:0043752,GO:0047973,GO:0047931,GO:0050154,GO:0019140,GO:0004111,GO:0047649,GO:0010276,GO:0009030,GO:0050317,GO:0047590,GO:0047841,GO:0008902,GO:0008906,GO:0051752,GO:0047900,GO:0052813,GO:0009029,GO:0004631,GO:0047878,GO:0051766,GO:0047331,GO:0050225,GO:0050201,GO:0050195,GO:0047328,GO:0043744,GO:0043841,GO:0050073,GO:0050059,GO:0046522,GO:0051765,GO:0008972,GO:0008776,GO:0050257,GO:0052742,GO:0047912,GO:0004305,GO:0047628,GO:0047814,GO:0047666,GO:0050521,GO:0043843,GO:0008974,GO:0050165,GO:0034071,GO:0019200,GO:0047887,GO:0017050,GO:0047937,GO:0008819,GO:0000829,GO:0050324,GO:0000828,GO:0019165,GO:0047336,GO:0050277,GO:0047940,GO:0008531,GO:0047321,GO:0047758,GO:0050354,GO:0009038,GO:0004756,GO:0047324,GO:0009927,GO:0047976,GO:0003951,GO:0004370,GO:0047329,GO:0047332,GO:0004371,GO:0050262,GO:0008887,GO:0004103,GO:0047506,GO:0061769,GO:0050316,GO:0004020,GO:0047330,GO:0047700,GO:0047620,GO:0004618,GO:0008986,GO:0019202,GO:0036357,GO:0047944,GO:0047715,GO:0004765,GO:0043844,GO:0008804,GO:0047992,GO:0052839,GO:0050331,GO:0047933,GO:0019205,GO:0004417,GO:0043798,GO:0003991,GO:0030387,GO:0050191,GO:0047327,GO:0018720,GO:0047761,GO:0004140,GO:0016307,GO:0004168,GO:0050515,GO:0071518,GO:0042736,GO:0046316,GO:0008976,GO:0004143,GO:0001727,GO:0047667,GO:0004594,GO:0035004,GO:0047601,GO:0008980,GO:0052836,GO:0050276,GO:0009024,GO:0050400,	GO:0016772,	lightblue
GO:0006083	P	acetate metabolic process	ackA,pta,scpC,	GO:0019427,GO:1902699,GO:0019413,GO:0019385,GO:0052776,GO:0019664,GO:0019475,GO:1902706,GO:0019654,GO:0019687,GO:0045733,	GO:0032787,GO:0016999,	lightgreen
GO:0017000	NA	NA	NA	NA	NA	gray
GO:0051790	NA	NA	NA	NA	NA	gray
GO:0019541	NA	NA	NA	NA	NA	gray
GO:0051703	NA	NA	NA	NA	NA	gray
GO:0090609	P	single-species submerged biofilm formation	dgcT,	GO:0044011,	GO:0090605,GO:0044010,	lightgreen
GO:0003729	F	mRNA binding	acnA,accD,acnB,rpsA,rsmA,rplM,rplT,rpsG,hicA,yciH,	GO:0035368,GO:0098808,GO:1990715,GO:0048027,GO:1903231,GO:0003730,GO:1990825,GO:0030350,	GO:0003723,	lightblue
